"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/large/faces/2/h","entities/media/0/features/large/faces/2/w","entities/media/0/features/large/faces/2/x","entities/media/0/features/large/faces/2/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/medium/faces/2/h","entities/media/0/features/medium/faces/2/w","entities/media/0/features/medium/faces/2/x","entities/media/0/features/medium/faces/2/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/orig/faces/2/h","entities/media/0/features/orig/faces/2/w","entities/media/0/features/orig/faces/2/x","entities/media/0/features/orig/faces/2/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/features/small/faces/2/h","entities/media/0/features/small/faces/2/w","entities/media/0/features/small/faces/2/x","entities/media/0/features/small/faces/2/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","true","","https://pbs.twimg.com/profile_images/1951221926841442304/RPtFoM2e_normal.jpg","Alan W","1509962660955275266","AlanW29505721","10","0","1533906075195424774","Mon Jun 06 21:00:09 +0000 2022","Maybe it’s time to scrap testing from international flights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1533916679943733251","en","2",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov Maybe it’s time to scrap testing from international flights",
"false","false","US Air Force Reserves & AF Brat           Oath=Forever

Antifa = Anti-Fascist
#VeteransAgainstTrump #FactsMatter Like the French Revolution #MiddleClassRevolt","https://pbs.twimg.com/profile_images/1709413629869817856/oFRvgPVh_normal.jpg","Air Force Pam 🇺🇸 Vet Resistance","159376219","airforcepam","4151","0","1533906075195424774","Tue Jun 07 07:36:56 +0000 2022","Fully vaccinated needs to include one Booster
&amp; a 2nd Booster needs to become avail everyone 
My tenant who is ""fully"" vaccinated just recovered from her 2nd case of Covid. She works in a grocery store, those doing essential work need Boosters &amp; should B encouraged 2 #WearAMask","284","294","WearAMask",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534076930516955136","en","2",,,,,,,,,,,,,,,,,,,"0","7","0","active","@CDCgov Fully vaccinated needs to include one Booster
&amp; a 2nd Booster needs to become avail everyone 
My tenant who is ""fully"" vaccinated just recovered from her 2nd case of Covid. She works in a grocery store, those doing essential work need Boosters &amp; should B encouraged 2 #WearAMask",
"false","false","One of the tragedies of history is not always about great and worthy individuals,but rather lessor people being in charge at a moment of maximum danger.Nietzsch","https://pbs.twimg.com/profile_images/1558569174800138241/OmfK-Ys-_normal.jpg","Jim Sherwin","912036346516180992","SherwinJim","96","0","1533906075195424774","Tue Jun 07 15:47:18 +0000 2022","How ppl got the shot and still went to hospital with covid ? Im guessing you wont show that data ...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534200334410821634","en","3",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov How ppl got the shot and still went to hospital with covid ? Im guessing you wont show that data ...",
"true","false","There are decades where nothing happens; and there are weeks where decades happen""--Vladimir Ilyich Lenin.","https://pbs.twimg.com/profile_images/1777886560589119488/0azyIkcS_normal.jpg","Brenda Factor","794032601665138689","brendafactor2","2233","0","1533906075195424774","Tue Jun 07 23:59:30 +0000 2022","Wow! 258.8 million vaccines! So how much profit has Pfizer made to date?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534324202047623168","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Wow! 258.8 million vaccines! So how much profit has Pfizer made to date?",
"false","false","Fuck ur pronouns. 🐱 mom of 2. 🇺🇸. No 🦬💩. 🎢 junkie. KISS. 👈😉.  🌻 lover & 420 connoisseur. 2A 1A! PUREBLOOD. ALL U HOES STOP FOLLOWING ME!!","https://pbs.twimg.com/profile_images/1622631126056542208/1aqxXfMV_normal.jpg","SummerWolf🌻🌪","1436125976069558275","twistedstormies","255","0","1533906075195424774","Sun Jul 31 17:39:20 +0000 2022","There's been over 750k deaths in the US alone. From
The
Vaccine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1553797473054982147","en","1",,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov There's been over 750k deaths in the US alone. From
The
Vaccine",
"false","false","","https://pbs.twimg.com/profile_images/1385915408385990661/z6k-_UWG_normal.jpg","Anne McCallie","1046470802940604416","AnneMccallie","498","0","1533906075195424774","Mon Aug 08 09:12:35 +0000 2022","Too bad it doesn't immunize. I guess cuz it's not a vaccine. Oh wait, CDC changed definition of ""vaccine"" to incorporate it. So clever! (they think)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1556569047029915648","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Too bad it doesn't immunize. I guess cuz it's not a vaccine. Oh wait, CDC changed definition of ""vaccine"" to incorporate it. So clever! (they think)",
"false","false","","https://pbs.twimg.com/profile_images/1282764515319349249/kRbOGtXN_normal.jpg","Janet Norman","2245765228","jknorman18","608","0","1533906075195424774","Tue Jun 07 13:52:22 +0000 2022","I consider fully vaccinated as 2 shots and 2 boosters, having the most you can get at this time. It's worked for us!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534171411220135936","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I consider fully vaccinated as 2 shots and 2 boosters, having the most you can get at this time. It's worked for us!",
"false","false","God didn't make mistakes people do. #MAGA. My Family, My Friends,and Good Music. NO DMs, Happily Married.","https://pbs.twimg.com/profile_images/1544853103232573440/RPwLKSCk_normal.jpg","Doc Holiday","718818204508884992","malloyjr88","1155","0","1533906075195424774","Sat Jun 11 01:19:34 +0000 2022","Notice how our ancestors lived longer than we do? They didn't have the cdc and the who killing them",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1535431515466870786","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Notice how our ancestors lived longer than we do? They didn't have the cdc and the who killing them",
"false","false","","https://pbs.twimg.com/profile_images/1079127748189114368/Bse2PYhl_normal.jpg","Robert Stephens","932315069433593856","RobertS84738280","2798","0","1533906075195424774","Wed Jun 15 03:56:13 +0000 2022","",,,,,,,,,,"pic.x.com/dlWTbQpMkM","https://x.com/RobertS84738280/status/1536920486310907905/photo/1",,"Available","65","65","363","201",,,,,,,,,"65","65","363","201",,,,,,,,,"65","65","363","201",,,,,,,,,"58","58","329","182",,,,,,,,,"1536920483676889089","8","31","3_1536920483676889089","3_1536920483676889089","https://pbs.twimg.com/media/FVQ9CXWVIAEKvx9.jpg","420","750","0","113","533","533","0","0","533","468","0","0","533","267","35","0","533","750","0","0","533","750","533","fit","750","533","fit","750","483","fit","680","150","crop","150","photo","https://t.co/dlWTbQpMkM",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1536920486310907905","qme","2","1536920483676889089","https://pbs.twimg.com/media/FVQ9CXWVIAEKvx9.jpg",,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/dlWTbQpMkM",
"false","false","","https://pbs.twimg.com/profile_images/1439686253310459905/h8t0LJgg_normal.png","Michael Ard","1439686106161713152","wildlife8675309","12","0","1533906075195424774","Tue Jun 07 01:52:18 +0000 2022","I'm fully from the lats super flu  I doint have get nomore flu shots",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1533990198178041861","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I'm fully from the lats super flu  I doint have get nomore flu shots",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Mikepinnacle","1458562735810039812","Mikepinnacle2","10","0","1533906075195424774","Tue Jul 12 00:30:45 +0000 2022","And yet no one is protected … lol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1546653253189832704","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov And yet no one is protected … lol",
"false","false","Follow to awaken and live. It’s time to make a change within yourself. Enough with the small talk, let’s get deep. 👁 Poetry/Deep Quotes/Horror 👻/Philosophy🌗","https://pbs.twimg.com/profile_images/1553071104973053952/Q-bUlZIB_normal.jpg","The Void","1525148776192790534","TheVoid402","67","0","1533906075195424774","Mon Jun 06 20:29:32 +0000 2022","Don’t let this distract you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1533908971588812800","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Don’t let this distract you",
"false","true","Doin me is all I know!! instagram: Vegan92 #BLESSEDBE","https://pbs.twimg.com/profile_images/1311299701430509573/vorc1EGx_normal.jpg","V.L.W.H.N.","158019922","mjfan1974","172","0","1533906075195424774","Tue Jun 28 00:00:22 +0000 2022","THIS HONESTLY DOESN'T MATTER!! I'M FULLY VAXED AND BOOSTED AND YET HERE I AM RIGHT NOW WITH FREAKIN COVID!! #BS","116","119","BS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1541572175878029313","en","0",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov THIS HONESTLY DOESN'T MATTER!! I'M FULLY VAXED AND BOOSTED AND YET HERE I AM RIGHT NOW WITH FREAKIN COVID!! #BS",
"false","false","Choose kindness!  All Tweets are my own.","https://pbs.twimg.com/profile_images/603588730054516736/waIKxdvs_normal.jpg","Runi Limary","20414672","RuniLimary","264","0","1533906075195424774","Tue Jun 07 04:50:07 +0000 2022","We still can’t #ImmunizeUnder5s and then there is #LongCovid. Bring back #maskmandates!","23","39","ImmunizeUnder5s","58","68","LongCovid","81","94","maskmandates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534034949980004359","en","1",,,,,,,,,,,,,,,,,,,"0","3","0","active","@CDCgov We still can’t #ImmunizeUnder5s and then there is #LongCovid. Bring back #maskmandates!",
"false","true","We are not at war w/ flesh, but w/  Principalities, IF you don't love the USA! GATES ARE WIDE OPEN on Southern border,LEAVE! 2nd Am=  Liberty & Freedom,FJB","https://pbs.twimg.com/profile_images/1638725424871243776/2CbvPMKf_normal.jpg","D. O.","1518671894630731776","NFOZPWR17","1926","0","1533906075195424774","Mon Aug 01 23:29:55 +0000 2022","",,,,,,,,,,"pic.x.com/Z3HBG6Blwk","https://x.com/NFOZPWR17/status/1554248089510092800/photo/1","Spilling Spits GIF","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1554248078923771905","8","31","16_1554248078923771905","16_1554248078923771905","https://pbs.twimg.com/tweet_video_thumb/FZHMZJ0VsAE7zTI.jpg",,,,,,,,,,,,,,,,,,,,,"160","160","160","fit","160","160","fit","160","160","fit","160","150","crop","150","animated_gif","https://t.co/Z3HBG6Blwk","1","1","0","video/mp4","https://video.twimg.com/tweet_video/FZHMZJ0VsAE7zTI.mp4",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1554248089510092800","qme","1",,,"1","1",,"1554248078923771905","https://pbs.twimg.com/tweet_video_thumb/FZHMZJ0VsAE7zTI.jpg","160","160","0","video/mp4","https://video.twimg.com/tweet_video/FZHMZJ0VsAE7zTI.mp4",,,,,,,"0","0","0","active","@CDCgov https://t.co/Z3HBG6Blwk",
"false","true","We are not at war w/ flesh, but w/  Principalities, IF you don't love the USA! GATES ARE WIDE OPEN on Southern border,LEAVE! 2nd Am=  Liberty & Freedom,FJB","https://pbs.twimg.com/profile_images/1638725424871243776/2CbvPMKf_normal.jpg","D. O.","1518671894630731776","NFOZPWR17","1926","0","1533906075195424774","Thu Jun 09 01:31:42 +0000 2022","Get bent🖕",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534709789627801600","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Get bent🖕",
"false","false","Hello, everyone! I am morbed to meet y'all!","https://pbs.twimg.com/profile_images/1534174853376659457/p7oO2-Tn_normal.jpg","Morbsman","1534173469596065794","Zoinxer","0","0","1533906075195424774","Tue Jun 07 14:49:04 +0000 2022","Thanks, I am very morbed now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534185679428947968","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Thanks, I am very morbed now.",
"false","false","Born, raised in south StLMo.  Scots-Irish, R.C. (sometimes?), single, 70+, retired pro driver, couch tomato, animal lover, tree hugger, mod indie in pols.","https://pbs.twimg.com/profile_images/1514600416620646400/8xk4_5pe_normal.jpg","Wendy W","1514600233728049154","WendyW5832","1","0","1533906075195424774","Wed Jun 08 03:23:32 +0000 2022","fully vaccinated...2 orig shots, 2 boosters...YES !",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534375546833993733","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov fully vaccinated...2 orig shots, 2 boosters...YES !",
"false","false","","https://pbs.twimg.com/profile_images/1079127748189114368/Bse2PYhl_normal.jpg","Robert Stephens","932315069433593856","RobertS84738280","2798","0","1533906075195424774","Wed Jun 15 03:57:19 +0000 2022","",,,,,,,,,,"pic.x.com/JAcDlzw3l5","https://x.com/RobertS84738280/status/1536920765034967041/photo/1",,"Available","92","92","399","1680","131","131","547","247","216","216","438","1489","58","58","253","1065","83","83","346","156","136","136","277","944","92","92","399","1680","131","131","547","247","216","216","438","1489","33","33","143","603","47","47","196","88","77","77","157","534","1536920761234952192","8","31","3_1536920761234952192","3_1536920761234952192","https://pbs.twimg.com/media/FVQ9ShVVEAA6Phj.jpg","655","1170","0","476","1170","1170","0","218","1334","1170","0","136","1893","947","47","0","1893","1170","0","0","1893","1170","1893","fit","1170","1200","fit","742","680","fit","420","150","crop","150","photo","https://t.co/JAcDlzw3l5",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1536920765034967041","qme","0","1536920761234952192","https://pbs.twimg.com/media/FVQ9ShVVEAA6Phj.jpg",,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/JAcDlzw3l5",
"false","false","Political junkie. I block/ loathe MAGA. Please spay/neuter your pets. #AdoptDontShop. Bulls fan. 🚫Lists 🚫DM. I’m at https://t.co/DLUFWdURD1","https://pbs.twimg.com/profile_images/2227108025/076__800x600__normal.jpg","Karen ☮️","186952878","IKare1","3507","0","1533906075195424774","Sun Jul 17 14:38:39 +0000 2022","When can people under 50 get their 2nd booster?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1548678573053067267","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov When can people under 50 get their 2nd booster?",
"false","false","Love to handicap. Dallas Cowboys, Chiefs, Housewives,  and Soaps. Blocked by Andy Serling.","https://pbs.twimg.com/profile_images/1978273822630367254/r0U_kyg6_normal.jpg","AvaJerome","1324225706428170240","AvaPortCharles","403","0","1533906075195424774","Tue Jul 12 04:00:57 +0000 2022","Where can I find locations for therapeutics? Oh wait . . .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1546706152070725632","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Where can I find locations for therapeutics? Oh wait . . .",
"false","false","I craft, you buy the craft and help me get to Vanderbilt Hospital. https://t.co/49ZqHtRQ7s","https://pbs.twimg.com/profile_images/1601990177555189760/x0XjChz8_normal.jpg","Kami Devine","1532099654049009670","KamiDevine01","39","0","1533906075195424774","Thu Jun 09 02:16:51 +0000 2022","When will the @CDCgov address the sudden and large events of young, healthy athletes and children dropping dead on fields and developing myocarditis?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","146569971","22","29","CDC","CDCgov","1534721152853196800","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov When will the @CDCgov address the sudden and large events of young, healthy athletes and children dropping dead on fields and developing myocarditis?",
"false","true","Amateur Historian(s) • We operate on prima facie • Opinions are our own • Follows varied views • Meritocrat • No patience for #Gulliberals","https://pbs.twimg.com/profile_images/1464351169518751744/j_VLW3uG_normal.jpg","Vox Populi","1262483609379901441","estvoxpopuli","637","0","1533906075195424774","Mon Jun 27 07:03:57 +0000 2022","No.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1541316387804774400","und","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov No.",
"false","false","Fortnite crank 90s balls fortnite so fun fortnite","https://pbs.twimg.com/profile_images/1533354961077010432/opdlH3_7_normal.jpg","Awesome fortnite balls","1460134770235502594","AwesomeForntite","6","0","1533906075195424774","Tue Jun 07 08:08:43 +0000 2022","Cum fornite play",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1534084927582396416","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Cum fornite play",
"false","false","Patriot","https://pbs.twimg.com/profile_images/1514990658934947843/w5Wf_ZWi_normal.jpg","merc78","1514973660733485058","Willie67226487","35","0","1533906075195424774","Mon Aug 01 02:00:39 +0000 2022","Rely on your immune system!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1553923633843785729","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Rely on your immune system!",
"true","true","Texas Born, Choctaw Chief descendant, Saved by the grace of Jesus, Anti-WEF, Anti-WHO, Anti-NATO, Anti-UN. *Bill G@tes is a psychopath*","https://pbs.twimg.com/profile_images/1818070689884057600/Um7h71R0_normal.jpg","MomoMoni","174320158","Shakapahona","2781","0","1533906075195424774","Tue Jun 14 01:41:17 +0000 2022","Lies lies and more lies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1536524144568848384","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Lies lies and more lies.",
"true","false","A Virgo who likes food & music. ♍🍽🎵
A real woman ♀️ 
Patriot 
#Blogger via #Tumblr 💻 
#CenterRight ➡️
#American 🇺🇸
#AmericaFirst 🇺🇸👍
#DrainTheSwamp","https://pbs.twimg.com/profile_images/2020967182834728960/RR6vO1QC_normal.jpg","Mandy D.🇺🇸","2859175932","damanda835","4677","0","1533906075195424774","Tue Jun 07 04:41:00 +0000 2022","https://t.co/Zl4jL1UWsd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mandysblog85.wordpress.com/2022/05/17/cov…","https://mandysblog85.wordpress.com/2022/05/17/covid-19-vaccines-the-booster-shots/","8","31","https://t.co/Zl4jL1UWsd","146569971","0","7","CDC","CDCgov",,,,,,"1534032656060583937","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/Zl4jL1UWsd",
