"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","Dad, Surfer, World Citizen, Family First. Conservative for the most part. Love Combat Sports and Surf👊🏼❤️🇧🇷🇺🇸","https://pbs.twimg.com/profile_images/1303503300721950720/QbdBEo_C_normal.jpg","XRPaulo_BR","1067878449497300993","PauloBaptistaJ1","206","0","1491849512893267971","Fri Feb 11 20:04:27 +0000 2022","My unvaccinated wife was literally hiking after 4 days after 2 days in bed. My kids only a running nose and light fever. The same story for a lot friends. Only gotten sick after the vaccine. Very weird. The narrative is BS. Big Pharma made $$$$ already. Let’s move on(2/2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492228056425005061","en","5",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov My unvaccinated wife was literally hiking after 4 days after 2 days in bed. My kids only a running nose and light fever. The same story for a lot friends. Only gotten sick after the vaccine. Very weird. The narrative is BS. Big Pharma made $$$$ already. Let’s move on(2/2)",
"false","true","❤️‍🔥THE REVOLUTION OF SOULS ❤️‍🔥

🏴‍☠️i WOULD NOT FOLLOW ME! ☠️ 

R-RATED","https://pbs.twimg.com/profile_images/2780316377/1e9a28c2d7b5833151484258f72a1299_normal.jpeg","lastmedic","407048454","Lastmedic","2633","0","1491849512893267971","Thu Feb 10 22:34:51 +0000 2022","Flashback",,,,,,,"pic.x.com/g1hhX2x1OS","https://x.com/Lastmedic/status/1491903516830539785/photo/1","James Comey Extremely Careless GIF","Available",,,,,,,,,,,,,,,,,"1491903510153150465","18","41","16_1491903510153150465","16_1491903510153150465","https://pbs.twimg.com/tweet_video_thumb/FLROVonWQAEqidL.jpg",,,,,,,,,,,,,,,,,,,,,"270","480","270","fit","480","270","fit","480","270","fit","480","150","crop","150","animated_gif","https://t.co/g1hhX2x1OS","16","9","0","video/mp4","https://video.twimg.com/tweet_video/FLROVonWQAEqidL.mp4",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491903516830539785","en","2",,,"16","9",,"1491903510153150465","https://pbs.twimg.com/tweet_video_thumb/FLROVonWQAEqidL.jpg","270","480","0","video/mp4","https://video.twimg.com/tweet_video/FLROVonWQAEqidL.mp4",,,,,,,"0","0","0","active","@CDCgov Flashback https://t.co/g1hhX2x1OS",
"false","false","Lover of all things book related. New Independent Author with first release coming very soon.","https://pbs.twimg.com/profile_images/517183649977229313/4IH2te32_normal.jpeg","Angie Cottingham","2835091530","acottingham3","82","0","1491849512893267971","Sat Feb 12 12:41:59 +0000 2022","I'm unvaxxed and got Omicron. It was like having a normal cold and yes I have preexisting conditions. I can't take the jab and wouldn't if I could. I've done my research and I refuse to be bullied into taking it.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492479091676700672","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I'm unvaxxed and got Omicron. It was like having a normal cold and yes I have preexisting conditions. I can't take the jab and wouldn't if I could. I've done my research and I refuse to be bullied into taking it.",
"false","true","US Citizen and public servant","https://pbs.twimg.com/profile_images/1442694446449979392/uTJ9NHwi_normal.png","Brendon D.","1442694307337498628","brendondorf","30","0","1491849512893267971","Fri Feb 11 08:42:29 +0000 2022","What is the mortality rate after being vaccinated by age, race , gender and which of the 5 vaccines has the highest?  Why would the vaccinated be any threat in a mostly vaccinated work place or school?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492056431599697934","en","1",,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov What is the mortality rate after being vaccinated by age, race , gender and which of the 5 vaccines has the highest?  Why would the vaccinated be any threat in a mostly vaccinated work place or school?",
"false","false","","https://pbs.twimg.com/profile_images/1833046378651512832/O9krloFP_normal.jpg","Harvys","1031871363160662016","HarvysRoss","4","0","1491849512893267971","Fri Feb 11 08:22:11 +0000 2022","Could you link me with the #evidence that proves that statement? Thanks","35","44","evidence",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492051326632607754","en","1",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov Could you link me with the #evidence that proves that statement? Thanks",
"false","true","Youtube","https://pbs.twimg.com/profile_images/1804553724746227712/VPTSDQf3_normal.jpg","Don't hate. Create.","3220050776","sbooth882","77","0","1491849512893267971","Fri Feb 11 12:54:12 +0000 2022","When it first started spreading, lol, that bad huh? I just got over having it. I think of it as I just got vaccinated :)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492119778147790850","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov When it first started spreading, lol, that bad huh? I just got over having it. I think of it as I just got vaccinated :)",
"false","true","Cerco di dare, al caso ... una coscienza!","https://pbs.twimg.com/profile_images/897030913019846658/lczeCD7U_normal.jpg","Marco Russo","515893945","rusmarc71","75","0","1491849512893267971","Fri Feb 11 08:15:30 +0000 2022","Could you explain how is scientifically possible to support this kind of new physiology?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492049644347658240","en","0",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov Could you explain how is scientifically possible to support this kind of new physiology?",
"false","false","Dad, Surfer, World Citizen, Family First. Conservative for the most part. Love Combat Sports and Surf👊🏼❤️🇧🇷🇺🇸","https://pbs.twimg.com/profile_images/1303503300721950720/QbdBEo_C_normal.jpg","XRPaulo_BR","1067878449497300993","PauloBaptistaJ1","206","0","1491849512893267971","Fri Feb 11 20:01:03 +0000 2022","I only got COVID-19 After getting vaccinated after 2 years being exposed to coworkers and guests from literally everywhere. Transmitted to my whole family and got the worst side effects of everybody in my household. 4 days in bed and weak for 10 days. (1/2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492227201718120451","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I only got COVID-19 After getting vaccinated after 2 years being exposed to coworkers and guests from literally everywhere. Transmitted to my whole family and got the worst side effects of everybody in my household. 4 days in bed and weak for 10 days. (1/2)",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Carolyn Catlett","301765023","catle57","199","0","1491849512893267971","Thu Feb 10 23:15:22 +0000 2022","yuck",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491913712197943301","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov yuck",
"false","false","","https://pbs.twimg.com/profile_images/1365867176998150145/sGEwzF2R_normal.jpg","Topsy Turvy","2231648804","terrymchambers","1639","0","1491849512893267971","Thu Jul 07 01:34:52 +0000 2022","Okay, but all I had was a runny nose. I was better in 3 days and the blood test showed I had the antibodies. I had no shots. You can have mine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1544857446845407232","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Okay, but all I had was a runny nose. I was better in 3 days and the blood test showed I had the antibodies. I had no shots. You can have mine.",
"false","true","Odė gyvenimui. 🫠 
Tai memą įmetu, tai kažkokias naujienas įvykius amžiais komentuoju.

Long $ASTS","https://pbs.twimg.com/profile_images/1858149784369954816/mzdrLWIm_normal.jpg","Robokopas","973411708457947138","robokopas","292","0","1491849512893267971","Thu Feb 10 21:28:44 +0000 2022","https://t.co/aIhDrtDZdJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/Novavax/status…","https://x.com/Novavax/status/1491882599958069254?t=8UmPsl6NYGqAD6cqeOWjdw&s=19","8","31","https://t.co/aIhDrtDZdJ","146569971","0","7","CDC","CDCgov",,,,,,"1491886876957061123","qme","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/aIhDrtDZdJ",
"false","false","The #PS5 Hunt has come to an end. #Secured","https://pbs.twimg.com/profile_images/1360095998903787520/w7qR-1Ll_normal.jpg","Xoe","1661308646","itsXoeYT","7","0","1491849512893267971","Fri Feb 11 03:07:55 +0000 2022","",,,,,,,"pic.x.com/2BfS6HW3hG","https://x.com/itsXoeYT/status/1491972235153842177/photo/1",,"Available","245","245","303","75","228","228","283","70","245","245","303","75","129","129","160","39","1491972232356286482","8","31","3_1491972232356286482","3_1491972232356286482","https://pbs.twimg.com/media/FLSM1yxX0BIyBNK.jpg","719","1284","0","0","729","729","52","0","729","639","97","0","729","365","234","0","729","1284","0","0","729","1284","729","fit","1284","681","fit","1200","386","fit","680","150","crop","150","photo","https://t.co/2BfS6HW3hG",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491972235153842177","qme","1","1491972232356286482","https://pbs.twimg.com/media/FLSM1yxX0BIyBNK.jpg",,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/2BfS6HW3hG",
"false","true","💙A little left of center💙; joyful; realistically hopeful and positive; limit- endless.","https://pbs.twimg.com/profile_images/1478217377858871296/_PriBJZs_normal.jpg","LifeRuiner103","3351031745","probheardright","3779","0","1491849512893267971","Fri Feb 11 01:17:10 +0000 2022","Let's do masks
I'm really angry with this new stance about masks, especially in public schools
It's the wrong signaling to children
I realize, we can encourage our children to do differently but we have no control once they're at school
Shame on the faces, esp of our Dem cities",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491944365052289035","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Let's do masks
I'm really angry with this new stance about masks, especially in public schools
It's the wrong signaling to children
I realize, we can encourage our children to do differently but we have no control once they're at school
Shame on the faces, esp of our Dem cities",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Patrick McDermott","1468410380011864066","Patrick58556836","5","0","1491849512893267971","Sat Feb 12 00:44:58 +0000 2022","Bill shit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492298652504801280","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Bill shit",
"false","false","Very laid back, understanding and caring.","https://pbs.twimg.com/profile_images/1405744263153946627/yMgsx9UO_normal.jpg","Unjulete Allen","1403110374799446019","AllenUnjulete","1","0","1491849512893267971","Fri Feb 11 08:40:30 +0000 2022","No God is just watching over you, that’s why you have not caught Covid yet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492055935472254999","en","0",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov No God is just watching over you, that’s why you have not caught Covid yet.",
"false","false","Oh well","https://pbs.twimg.com/profile_images/1488107203378794499/SfO5Jbwe_normal.png","Jake Rosenbloom","1488107119807279111","JakeRosenbloom2","1","0","1491849512893267971","Fri Feb 11 22:07:32 +0000 2022","Placebo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492259029925642242","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Placebo",
"false","false","","https://pbs.twimg.com/profile_images/1429841266976694279/wThHiX6X_normal.jpg","Chad Kilbury","1429840944992559109","ChadKilbury1","2","0","1491849512893267971","Fri Feb 11 08:33:28 +0000 2022","Bull",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492054164876181518","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Bull",
"false","false","Single  2022                        Mommy Of A 3 Year Old  ♌️ Team Us Im A ♌️🥳","https://pbs.twimg.com/profile_images/1660069663613566976/Jw3Wq-TL_normal.jpg","Darlyn Thomas","1472801354288705539","DarlynThomas","5","0","1491849512893267971","Thu Feb 10 19:50:10 +0000 2022","I ain’t taken that shitt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491862072103256075","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I ain’t taken that shitt",
"false","false","","https://pbs.twimg.com/profile_images/1492305718137049096/lLAm76lR_normal.jpg","roba bouraoui","1492305034977157124","BouraouiRoba","1","0","1491849512893267971","Sat Feb 12 02:57:52 +0000 2022","moi j'ai vacciné mais je suis tombeé malade",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492332096496488448","fr","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov moi j'ai vacciné mais je suis tombeé malade",
"false","false","“We must all suffer from one of two pains: the pain of discipline or the pain of regret.” (Jim Rohn)","https://pbs.twimg.com/profile_images/1515853079547052032/qINgksM-_normal.jpg","i4iron","1323105198","HaYnBran","30","0","1491849512893267971","Sun Feb 20 23:27:02 +0000 2022","CDC still cherry picking studies...smh. How many of their studies didn't survive peer-review? I lost count.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1495540527386685442","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov CDC still cherry picking studies...smh. How many of their studies didn't survive peer-review? I lost count.",
"false","false","Just an Infectious Disease Queen ✨👸🏼 trying to pass","https://pbs.twimg.com/profile_images/1483153791188930560/2tFX9OqF_normal.jpg","Infectious Disease Queen","1483152589332131844","KatieMcGraw8","13","0","1491849512893267971","Sat Feb 12 07:54:31 +0000 2022","All the more reason to get your booster! #PITT_ID22","49","59","PITT_ID22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492406748933726210","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov All the more reason to get your booster! #PITT_ID22",
"false","false","","https://pbs.twimg.com/profile_images/1361405387958673409/02C34lVr_normal.jpg","Toni Hansen","1351309068141412361","ToniHan17884712","4","0","1491849512893267971","Fri Feb 18 07:38:41 +0000 2022","I'm sorry this is bs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1494577092226211841","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov I'm sorry this is bs",
"false","false","Devotional Transformational Reclaiming Planting up the Multiverse, one Yellow Cosmic Seed at a time…","https://pbs.twimg.com/profile_images/1537287634648588294/m-URXEhP_normal.jpg","Ann Powers","1493044519108939777","Ann3811Powers","12","0","1491849512893267971","Sat Feb 19 19:37:28 +0000 2022","Yea and the infection was survivable, and we built our immune system the old fashioned way, antibodies…from exposure naturally occurring…we did not damage our immune, blood cells are disintegrated in health folks after the vaxx…I saw live blood cell analysis of vaxxed..",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1495120366519263232","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Yea and the infection was survivable, and we built our immune system the old fashioned way, antibodies…from exposure naturally occurring…we did not damage our immune, blood cells are disintegrated in health folks after the vaxx…I saw live blood cell analysis of vaxxed..",
"false","true","Avid knitter/crocheter Gardener Crafts. family grandkids.","https://pbs.twimg.com/profile_images/1645386120555888640/zx_IS-1w_normal.jpg","Shells V","62520134","shellster007","31","0","1491849512893267971","Fri Feb 11 10:18:43 +0000 2022","How can you be allowed to post these lies, yet JoeRogan is being vilified for having real experts on his show. Shameful.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492080649989234695","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov How can you be allowed to post these lies, yet JoeRogan is being vilified for having real experts on his show. Shameful.",
"false","false","Retired Police Sgt.  Former Marine Live in Ky.","https://pbs.twimg.com/profile_images/1425620315573473283/-ntKk3gJ_normal.png","Robert Wentworth","1425620061570674692","RobertW09562517","13","0","1491849512893267971","Sun Mar 06 21:03:16 +0000 2022","Don’t believe the C D C anymore.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1500577778089013256","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Don’t believe the C D C anymore.",
"false","false","Multimedia Artist, Entertainer, Promoter,🌍Coach,🤕Healing ⚖️Energy #Lykaboss 💪💆🌞
CASHAPP 🙏 MissFitArtist 🤸","https://pbs.twimg.com/profile_images/1790179184158834688/lDtIK9KL_normal.jpg","MissFitArtistar 🎶💃🎨❤️‍🩹🎬🌹💫","1466934360310005774","MissFitArtistar","194","0","1491849512893267971","Thu Feb 24 19:47:01 +0000 2022","Yea then why the Hell did my son get COVID??!!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1496934710534017028","en","0",,,,,,,,,,,,,"United States","US","Bay St Louis, MS","https://api.twitter.com/1.1/geo/id/59cdad333c07f96a.json","Bay St Louis","city","0","0","0","active","@CDCgov Yea then why the Hell did my son get COVID??!!!!",
"false","false","","https://pbs.twimg.com/profile_images/1607820293807947776/gcoNnLrN_normal.jpg","Fred","1493244976481902595","Alfred_freebike","13","0","1491849512893267971","Mon Feb 14 15:35:19 +0000 2022","Absolutely not true.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1493247488375066624","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @Fab3Ros Absolutely not true.",
"false","false","#Awaken #WakeUp #WakeUpAmerica #ThingsThatMatter #TTM #StopMakingStupidPeopleFamous #SMSPF #JustAGuy #JAG","https://pbs.twimg.com/profile_images/588821790782197760/9eJUI6LD_normal.jpg","Benjamin Cavalier","3160193762","jamincavalier","130","0","1491849512893267971","Mon Feb 14 17:26:35 +0000 2022","🤣🤣🤣🤣🤣",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1493275492765429760","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov 🤣🤣🤣🤣🤣",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Subfforbdsm","1020117867541377025","subfforbdsm","54","0","1491849512893267971","Thu Feb 10 22:41:17 +0000 2022","Bullshit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491905137522081800","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Bullshit",
"false","false","","https://pbs.twimg.com/profile_images/1486867586256150536/FgBvFuNO_normal.jpg","noname","1286469853164064769","WalterCorreia3","37","0","1491849512893267971","Sat Mar 05 12:28:56 +0000 2022","That’s a lie!!! I know a lot of people who did not take the jab and have not gotten sick.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1500085952894713858","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov That’s a lie!!! I know a lot of people who did not take the jab and have not gotten sick.",
"false","false","Number 11. no one needs a shark fin but a shark 🦈 #resistance and still I rise 🌷 #rant progressives rebuilding #americangirl","https://pbs.twimg.com/profile_images/1507112410921857038/8C2d6mEu_normal.jpg","Chippershark","1491788581798440963","Chipper57867310","216","0","1491849512893267971","Thu Feb 10 19:36:45 +0000 2022","@Delta said so! So ….",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","5920532","8","14","Delta","Delta","1491858697403846679","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @Delta said so! So ….",
"false","true","Restore Britain. Dreams remain out of reach until belief gives them wings. Free Speech. Bound to this sceptred isle by heritage, pride, and history.","https://pbs.twimg.com/profile_images/1371117349764526080/L0Glmd7q_normal.jpg","🇬🇧 onlywayisup 🇬🇧","471150546","mark1854now","3585","0","1491849512893267971","Fri Feb 11 09:45:31 +0000 2022","5x the protection! Wow!  Of course you can trust them, it's the CDC.  With everybody soo well protected it is a mystery as to why this 'pandemic' is continuing, isnt it?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1492072296357535768","en","5",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov 5x the protection! Wow!  Of course you can trust them, it's the CDC.  With everybody soo well protected it is a mystery as to why this 'pandemic' is continuing, isnt it?",
"false","false","Stray Doge 🪙 
Purple Belt in BJJ 🥋
3x gold medalist 🥇
Boxing 🥊
Running 🏃🏼‍♂️
MMA 🤼🏼‍♂️
Eccentric artist 🎨","https://pbs.twimg.com/profile_images/2067396144041238530/TkjHMU1g_normal.jpg","Raine James","1474587745607639041","PurpleNinjaRain","115","0","1491849512893267971","Thu Feb 10 19:38:58 +0000 2022","The Pricked are dropping like flies &amp; you're full of shit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1491859256114659331","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The Pricked are dropping like flies &amp; you're full of shit.",
