"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","Covid 1984","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","F","1423056870764433416","F91671224","2","0","1423346832730738691","Fri Aug 06 14:50:21 +0000 2021","Really and how do you test for this different variant do you use the same PCR test that can barely test for Covid , or are you just making this up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423657704527212544","en","4",,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov Really and how do you test for this different variant do you use the same PCR test that can barely test for Covid , or are you just making this up",
"false","false","RN, Director of Quality Assurance & Emergency Management","https://pbs.twimg.com/profile_images/1696263282242293760/lUiiZ4yA_normal.jpg","Beth Harbold","1296838662915842048","HarboldBeth","6","0","1423346832730738691","Fri Aug 06 04:37:09 +0000 2021","There is no safety with the vaccine,  anyone unmasked can get it and spread it,  pay attention.  The vaccinated are not protected from Delta, it wasn't a strain in the shot. We need the government to own up to the fact that the vaccine is not working to prevent infection/spread.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423503387459522567","en","4",,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov There is no safety with the vaccine,  anyone unmasked can get it and spread it,  pay attention.  The vaccinated are not protected from Delta, it wasn't a strain in the shot. We need the government to own up to the fact that the vaccine is not working to prevent infection/spread.",
"false","true","","https://pbs.twimg.com/profile_images/1169353854/tan1_normal.jpg","K Trot","215693035","7citykenny","95","0","1423346832730738691","Thu Aug 05 23:46:07 +0000 2021","The CDC needs to get their numbers straight because on the news you keep hearing six times worse five times worse four times worse it's not making any sense at all some saying you have a thousand times more viral load some say a hundred times more viral load some say 10 times",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423430144803414018","en","4",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The CDC needs to get their numbers straight because on the news you keep hearing six times worse five times worse four times worse it's not making any sense at all some saying you have a thousand times more viral load some say a hundred times more viral load some say 10 times",
"false","false","","https://pbs.twimg.com/profile_images/1491786417185320967/l3qcEj0N_normal.jpg","Chris","3097555890","5Aftermidnite","652","0","1423346832730738691","Thu Aug 05 22:51:15 +0000 2021","How much more dangerous? Leaving the most important info out. Can't say more contagious without saying how much more or less lethal it is.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423416339914444804","en","4",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov How much more dangerous? Leaving the most important info out. Can't say more contagious without saying how much more or less lethal it is.",
"false","false","","https://pbs.twimg.com/profile_images/1376609120862670849/SOZH-5kw_normal.jpg","Glazed Mix","1376608885935534082","glazed_mix","0","0","1423346832730738691","Thu Aug 05 21:52:49 +0000 2021","The CDC gets its information from asking a magic 8 ball questions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423401634755866627","en","3",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The CDC gets its information from asking a magic 8 ball questions",
"false","false","🖖","https://pbs.twimg.com/profile_images/1552124683469950976/vMGVpFin_normal.jpg","Changing my name from Bootsie to Karen","1046337348","boots_66","370","0","1423346832730738691","Thu Aug 05 23:47:16 +0000 2021","To bad you reccomend immunized persons didn't need masks indoors anymore. Now some people don't want to go back to wearing them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423430435539988485","en","3",,,,,,,,,,,,,"United States","US","Putnam Valley, NY","https://api.twitter.com/1.1/geo/id/01c379eb6a787d0b.json","Putnam Valley","city","0","1","0","active","@CDCgov To bad you reccomend immunized persons didn't need masks indoors anymore. Now some people don't want to go back to wearing them.",
"false","true","Redskin4life","https://pbs.twimg.com/profile_images/1763337536057827328/KhYVzM0Q_normal.jpg","Patrick","2944143982","pman3776","180","0","1423346832730738691","Thu Aug 05 18:48:03 +0000 2021","",,,,,,,,,,"pic.x.com/tCQB9Gw5mg","https://x.com/pman3776/status/1423355134856228867/photo/1","will ferrell laughing GIF","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1423355127029800964","8","31","16_1423355127029800964","16_1423355127029800964","https://pbs.twimg.com/tweet_video_thumb/E8DF8l_XoAQGAOc.jpg",,,,,,,,,,,,,,,,,,,,,"200","480","200","fit","480","200","fit","480","200","fit","480","150","crop","150","animated_gif","https://t.co/tCQB9Gw5mg","12","5","0","video/mp4","https://video.twimg.com/tweet_video/E8DF8l_XoAQGAOc.mp4",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423355134856228867","qme","1",,,"12","5",,"1423355127029800964","https://pbs.twimg.com/tweet_video_thumb/E8DF8l_XoAQGAOc.jpg","200","480","0","video/mp4","https://video.twimg.com/tweet_video/E8DF8l_XoAQGAOc.mp4","United States","US","Putnam Valley, NY","https://api.twitter.com/1.1/geo/id/01c379eb6a787d0b.json","Putnam Valley","city","0","0","1","active","@CDCgov https://t.co/tCQB9Gw5mg",
"true","false","Blocked by X - June 2026! Must've hit close to the truth!
Entrepreneur, builder, financier, power developer, writer, poet & painter
Justice, Empathy, Compassion","https://pbs.twimg.com/profile_images/928742346711355393/ulBDs_X7_normal.jpg","Ashok Dhillon","884606125","GETAnalysis","1521","0","1423346832730738691","Thu Aug 05 20:03:16 +0000 2021","At this rate, this is here to stay!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1036749588709957633","8","22","Sith Lord Bitmoji","KenobiCheated",,,,,,"1423374061804134404","en","3",,,,,,,,,,,,,"United States","US","Putnam Valley, NY","https://api.twitter.com/1.1/geo/id/01c379eb6a787d0b.json","Putnam Valley","city","0","0","0","active","@CDCgov @KenobiCheated At this rate, this is here to stay!",
"false","true","I am strong, I am smart!","https://pbs.twimg.com/profile_images/1044117029589078016/eZBcsEZN_normal.jpg","Essie","944245419445510151","Essie86066175","13","0","1423346832730738691","Sat Aug 07 00:12:31 +0000 2021","This is so political we can’t trust anyone in the government whether right or left, they’re both playing us like fiddles and the world runs with it too bc it helps their agendas…ridiculous!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423799175981027328","en","2",,,,,,,,,,,,,"United States","US","Putnam Valley, NY","https://api.twitter.com/1.1/geo/id/01c379eb6a787d0b.json","Putnam Valley","city","0","0","0","active","@CDCgov This is so political we can’t trust anyone in the government whether right or left, they’re both playing us like fiddles and the world runs with it too bc it helps their agendas…ridiculous!!!",
"false","false",":-P","https://pbs.twimg.com/profile_images/2615923463/image_normal.jpg","Julio Aquino","242704277","aquinoonline","8","0","1423346832730738691","Fri Aug 06 03:58:25 +0000 2021","So… was the marketing message “wear masks because vaccines don’t work” or was it “get the vaccine because I say so”?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1423493639238475778","en","2",,,,,,,,,,,,,"United States","US","Putnam Valley, NY","https://api.twitter.com/1.1/geo/id/01c379eb6a787d0b.json","Putnam Valley","city","0","1","0","active","@CDCgov So… was the marketing message “wear masks because vaccines don’t work” or was it “get the vaccine because I say so”?",
