"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/media/0/additional_media_info/monetizable","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/duration_millis","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/media/0/video_info/variants/1/bitrate","entities/media/0/video_info/variants/1/content_type","entities/media/0/video_info/variants/1/url","entities/media/0/video_info/variants/2/bitrate","entities/media/0/video_info/variants/2/content_type","entities/media/0/video_info/variants/2/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","media/video/0/variants/1/bitrate","media/video/0/variants/1/content_type","media/video/0/variants/1/url","media/video/0/variants/2/bitrate","media/video/0/variants/2/content_type","media/video/0/variants/2/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","false","","https://pbs.twimg.com/profile_images/830430196314603520/pKXmpcJI_normal.jpg","Edison","124682554","Paibuyasoljo","2","0","1475587321277956096","Tue Dec 28 19:43:15 +0000 2021","Get Booster, it really helps. First dose means shit now.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475915268459225100","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov Get Booster, it really helps. First dose means shit now.",
"false","true","you don’t need to know shit 🖕","https://pbs.twimg.com/profile_images/1345718776331960326/AJvoKEmX_normal.jpg","kennyjames","1345718270184321025","kennyja08083666","3","0","1475587321277956096","Mon Dec 27 22:34:28 +0000 2021","When you gonna stop fuckin the healthcare system? THEY’RE TIRED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475595965172269063","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov When you gonna stop fuckin the healthcare system? THEY’RE TIRED",
"false","false","Democrat posting for homeless cats. My Isabella & Little Bit, OTRB. Please let my son Billy be with his Little Bit. #ClimateChange #AdoptDontShop #SpayAndNeuter","https://pbs.twimg.com/profile_images/972717543176704000/B-EQx5lL_normal.jpg","I love cats","824052998250921984","Billylittlebit","6322","0","1475587321277956096","Tue Dec 28 09:29:56 +0000 2021","Does “fully vaccinated” mean two vaccines or three? (I have had all three, with the last one three months ago).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475760921456922631","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","1","0","active","@CDCgov Does “fully vaccinated” mean two vaccines or three? (I have had all three, with the last one three months ago).",
"false","true","He runs on snark and potato chips, and he's out of potato chips. His retweets don't mean doo-doo. Npte to himself proofread your tweets. Pronouns embedded.","https://pbs.twimg.com/profile_images/1629507410355257344/KB2c8Xi2_normal.jpg","tak","1089560456","tak_twitt","270","0","1475587321277956096","Mon Dec 27 23:24:47 +0000 2021","Have the guidelines of how long to wait after 2nd shot to get booster changed in light of omicron? Should people get boosters before 6 months?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475608629055217672","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov Have the guidelines of how long to wait after 2nd shot to get booster changed in light of omicron? Should people get boosters before 6 months?",
"false","false","Work hard and hope I take care of great people","https://pbs.twimg.com/profile_images/1403817600388304900/AMukDi9F_normal.jpg","Tony Scatena","19677839","ajscat13","118","0","1475587321277956096","Tue Dec 28 00:36:17 +0000 2021","Scam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475626623483490305","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov Scam",
"false","false","Retired","https://pbs.twimg.com/profile_images/1684211043713662980/Wzo2PneM_normal.jpg","John R Day","796614175439077376","JohnRDay3","2691","0","1475587321277956096","Tue Dec 28 16:04:58 +0000 2021","OK, but since booster shots recommended (and really req'd) what is definition of ""fully vaccinated""???",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","44783853","8","15","HHS","HHSGov","1475860334032441348","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov @HHSGov OK, but since booster shots recommended (and really req'd) what is definition of ""fully vaccinated""???",
"false","false","","https://pbs.twimg.com/profile_images/1873377163447095296/bvCFVggw_normal.jpg","Greg","1143594501967163392","GregConnedlr21","707","0","1475587321277956096","Tue Dec 28 19:23:25 +0000 2021","We need to get waaaaayyyyyyyy more people boosted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475910275467460614","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov We need to get waaaaayyyyyyyy more people boosted",
"false","false","","https://pbs.twimg.com/profile_images/822353797322113025/1VUXpx3d_normal.jpg","sir.V ant","3408298272","serVant277","35","0","1475587321277956096","Tue Dec 28 00:29:10 +0000 2021","🤬 off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475624830800207886","und","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov 🤬 off",
"false","false","@johninthe216","https://pbs.twimg.com/profile_images/1657807073864810498/op-LWIwR_normal.jpg","@johninthe216","1192485606","johnnnywith45","1348","0","1475587321277956096","Tue Dec 28 00:16:49 +0000 2021","Thanks but I choose living",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475621724133769222","en","0",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov Thanks but I choose living",
"false","false","","https://pbs.twimg.com/profile_images/1979571756101677056/3_fdNLeI_normal.jpg","SportsWatcher2000","25800797","mmmdn2000","76","0","1475587321277956096","Mon Dec 27 22:00:26 +0000 2021","",,,,,,,,"pic.x.com/JOUrJn5MuL","https://x.com/mbg_9/status/1475587403024769026/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1475587396884258829","8","31","16_1475587396884258829","16_1475587396884258829","https://pbs.twimg.com/tweet_video_thumb/FHpW62JUYA0X4tN.jpg",,,,,,,,,,,,,,,,,,,,,"124","220","124","fit","220","124","fit","220","124","fit","220","124","crop","124","animated_gif","https://t.co/JOUrJn5MuL","55","31",,"0","video/mp4","https://video.twimg.com/tweet_video/FHpW62JUYA0X4tN.mp4",,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475587403024769026","qme","6",,,"55","31",,"1475587396884258829","https://pbs.twimg.com/tweet_video_thumb/FHpW62JUYA0X4tN.jpg","124","220","0","video/mp4","https://video.twimg.com/tweet_video/FHpW62JUYA0X4tN.mp4",,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov https://t.co/JOUrJn5MuL",
"true","false","Retired LEO & don't trust Dems or GOP I became politically involved in 2016. I will support any politician that has AMERICA'S BACK. MAGA VETERANS TRUMP MAHA","https://pbs.twimg.com/profile_images/1987758397391765504/aI1LgwF-_normal.jpg","KingsmanFJB 🇺🇸 💯MAGA 🇺🇸🇺🇸 #TRUMP2028","1473873462594781187","KingsmanFJB","4530","0","1475587321277956096","Mon Dec 27 22:26:08 +0000 2021","Please explain why you call this a vaccine. Does it provide IMMUNITY? Just answer that one question.... HONESTLY!! 👇👇👇",,,,,,,,"pic.x.com/OtA4vLZ2AT","https://x.com/KingsmanFJB/status/1475593869056262146/photo/1","Available","67","67","73","66",,,,,"67","67","73","66",,,,,"67","67","73","66",,,,,"44","44","48","43",,,,,"1475593865545535500","127","150","3_1475593865545535500","3_1475593865545535500","https://pbs.twimg.com/media/FHpczXyWUAwUZPa.jpg","576","1028","0","443","1019","1019","9","0","1019","894","134","0","1019","510","518","0","1019","1028","0","0","1019","1028","1019","fit","1028","1019","fit","1028","674","fit","680","150","crop","150","photo","https://t.co/OtA4vLZ2AT",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475593869056262146","en","5","1475593865545535500","https://pbs.twimg.com/media/FHpczXyWUAwUZPa.jpg",,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","1","3","0","active","@CDCgov Please explain why you call this a vaccine. Does it provide IMMUNITY? Just answer that one question.... HONESTLY!! 👇👇👇 https://t.co/OtA4vLZ2AT",
"false","false","","https://pbs.twimg.com/profile_images/1347441001359499264/DgqaQai1_normal.jpg","solua","1347440900289429504","solua00526156","3","0","1475587321277956096","Tue Dec 28 02:55:52 +0000 2021","We don’t need this. What we need is data &amp; statistics of people who recovered from natural immunity. There’s should be a group of people who got infected. Vaccinated &amp; natural immunity. You all want to give the credits to the vaccine. What happened to the convention flu ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475661750754185219","en","1",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","1","0","active","@CDCgov We don’t need this. What we need is data &amp; statistics of people who recovered from natural immunity. There’s should be a group of people who got infected. Vaccinated &amp; natural immunity. You all want to give the credits to the vaccine. What happened to the convention flu ?",
"false","false","","https://pbs.twimg.com/profile_images/1347441001359499264/DgqaQai1_normal.jpg","solua","1347440900289429504","solua00526156","3","0","1475587321277956096","Tue Dec 28 03:00:57 +0000 2021","Where the studies for natural immunity. Natural immunity is 27 more effective than the vaccine. Because u get some people vaccinated. Vaccinated steal the credits when it’s from natural immunity. CDC should have international studies for natural immunity #NaturalImmunity #COVID19","263","279","NaturalImmunity","280","288","COVID19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475663029442252801","en","1",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov Where the studies for natural immunity. Natural immunity is 27 more effective than the vaccine. Because u get some people vaccinated. Vaccinated steal the credits when it’s from natural immunity. CDC should have international studies for natural immunity #NaturalImmunity #COVID19",
"false","false","I’m a true Patriot and believer of our God Given Rights. It will take all of us to keep this Great Country Great.","https://pbs.twimg.com/profile_images/1369065934082744322/MSPXy37k_normal.jpg","🇺🇸🇺🇸🇺🇸🇺🇸franksscott 🇺🇸🇺🇸🇺🇸🇺🇸","1369065733066481664","franksscott2","19","0","1475587321277956096","Mon Dec 27 23:53:56 +0000 2021","These vaccines are a waste of time. Especially with the omicron variant. It’s just a cold for Christ sake.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475615965924798473","en","1",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","1","0","0","active","@CDCgov These vaccines are a waste of time. Especially with the omicron variant. It’s just a cold for Christ sake.",
"false","true","Luke 1:37 Nothing is impossible with God. Jesus, I trust in you. Fitness, nutrition, history buff 😎 I am a bum in the sun ☀️🌊 #RollingStones","https://pbs.twimg.com/profile_images/792888350579490816/xiLrH72J_normal.jpg","Teri","23096048","teriwithzeal","338","0","1475587321277956096","Tue Dec 28 13:35:10 +0000 2021","You are controlled by the federal government. We will not conform #RESIST","74","81","RESIST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475822635506360320","en","1",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov You are controlled by the federal government. We will not conform #RESIST",
"false","false","Conservative and business commentary.  Midwest.","https://pbs.twimg.com/profile_images/2007543916220870656/vFOTrq-V_normal.jpg","The-Premise","1471975379242000385","ThePremisePol","119","0","1475587321277956096","Mon Dec 27 22:38:45 +0000 2021","So feel the pain under Trump ??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475597043565535238","en","1",,,,,,,,,,,,,,,,,,,"United States","US","Chandler, AZ","https://api.twitter.com/1.1/geo/id/52445186970bafb3.json","Chandler","city","0","0","0","active","@CDCgov So feel the pain under Trump ??",
"false","false","","https://pbs.twimg.com/profile_images/1469722219194597386/ymXAmFE0_normal.jpg","Don't_be-a.N∆zi","1469721773025292291","Dont_be_a_N4zi","0","0","1475587321277956096","Mon Dec 27 22:21:51 +0000 2021","You should trust the CDC as much as you trust this meme or as much as you'd trust your preteen daughter w/ @POTUS chomoJoe.",,,,,,,,"pic.x.com/zITrrYCIBq","https://x.com/Dont_be_a_N4zi/status/1475592790964948993/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1475592789333315597","132","155","3_1475592789333315597","3_1475592789333315597","https://pbs.twimg.com/media/FHpb0ulXEA0futg.jpg","109","195","0","0","195","195","0","0","222","195","0","0","259","130","6","0","259","195","0","0","259","195","259","fit","195","259","fit","195","259","fit","195","150","crop","150","photo","https://t.co/zITrrYCIBq",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1879650942410481666","115","121","President Donald J. Trump","POTUS","1475592790964948993","en","0","1475592789333315597","https://pbs.twimg.com/media/FHpb0ulXEA0futg.jpg",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov You should trust the CDC as much as you trust this meme or as much as you'd trust your preteen daughter w/ @POTUS chomoJoe. https://t.co/zITrrYCIBq",
"false","true","you don’t need to know shit 🖕","https://pbs.twimg.com/profile_images/1345718776331960326/AJvoKEmX_normal.jpg","kennyjames","1345718270184321025","kennyja08083666","3","0","1475587321277956096","Mon Dec 27 22:33:05 +0000 2021","You want ppl to work with ppl who have covid? LMAO wow great job CDC great job keep it up 👍 I’m curious if this is the government’s way of looking better for the people not getting payed for the time off they have to take let’s just fuck em more up right LMAO what a joke",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475595619465142272","en","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov You want ppl to work with ppl who have covid? LMAO wow great job CDC great job keep it up 👍 I’m curious if this is the government’s way of looking better for the people not getting payed for the time off they have to take let’s just fuck em more up right LMAO what a joke",
"false","false","I see the inevitable","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Soothsayer","1466179518469656577","SoothsayerINFJ","6","0","1475587321277956096","Wed Dec 29 00:42:39 +0000 2021","And 0% of Americans have had the opportunity to get #COVAXIN.  It will be seen as the biggest oversight the FDA has ever made..z","74","82","COVAXIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","19658936","8","21","CDC Emergency","CDCemergency","1475990611538763776","en","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @CDCemergency And 0% of Americans have had the opportunity to get #COVAXIN.  It will be seen as the biggest oversight the FDA has ever made..z",
"false","false","","https://pbs.twimg.com/profile_images/1376723139615465479/-jJFKY6M_normal.jpg","Ange","1376719373172375555","Ange22740574","7","0","1475587321277956096","Tue Dec 28 14:26:50 +0000 2021","How many positive cases right now..... the vaccination is bogus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475835636426944519","en","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov How many positive cases right now..... the vaccination is bogus.",
"false","false","Trying to wake people up to the lies.. one at a time","https://pbs.twimg.com/profile_images/1461743977040863233/vwnRDIoy_normal.jpg","Man-E9741","1458056571318059011","Man_E9741","11","0","1475587321277956096","Tue Dec 28 12:25:49 +0000 2021","",,,,,,,,"pic.x.com/ohjumuWDFY","https://x.com/Man_E9741/status/1475805182147629056/photo/1","Available","74","74","41","27",,,,,"74","74","41","27",,,,,"74","74","41","27",,,,,"71","71","39","26",,,,,"1475805180570607620","8","31","3_1475805180570607620","3_1475805180570607620","https://pbs.twimg.com/media/FHsc_hmXoAQT0fj.jpg","393","701","0","31","692","692","9","0","692","607","94","0","692","346","355","0","692","701","0","0","692","701","692","fit","701","692","fit","701","671","fit","680","150","crop","150","photo","https://t.co/ohjumuWDFY",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475805182147629056","qme","0","1475805180570607620","https://pbs.twimg.com/media/FHsc_hmXoAQT0fj.jpg",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/ohjumuWDFY",
"false","false","","https://pbs.twimg.com/profile_images/1470081085539184644/DKmKwFwM_normal.jpg","Windmillchatter","1470080884120326145","GaryVeldhuizen","4","0","1475587321277956096","Tue Dec 28 18:53:37 +0000 2021","",,,,,,,,"pic.x.com/a7WK4Jrs29","https://x.com/GaryVeldhuizen/status/1475902776068632578/photo/1","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1475902714433261573","8","31","3_1475902714433261573","3_1475902714433261573","https://pbs.twimg.com/media/FHt1svjUUAUyBOa.jpg","426","761","0","0","628","628","133","0","628","551","210","0","628","314","447","0","628","761","0","0","628","761","628","fit","761","628","fit","761","561","fit","680","150","crop","150","photo","https://t.co/a7WK4Jrs29",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475902776068632578","qme","0","1475902714433261573","https://pbs.twimg.com/media/FHt1svjUUAUyBOa.jpg",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/a7WK4Jrs29",
"false","false","","https://pbs.twimg.com/profile_images/1470081085539184644/DKmKwFwM_normal.jpg","Windmillchatter","1470080884120326145","GaryVeldhuizen","4","0","1475587321277956096","Tue Dec 28 18:52:26 +0000 2021","",,,,,,,,"pic.x.com/FA6GuKSPI0","https://x.com/GaryVeldhuizen/status/1475902480625983491/photo/1","Available","40","40","46","66","128","128","381","356","40","40","46","66","128","128","381","356","40","40","46","66","128","128","381","356","39","39","45","65","127","127","379","354","1475902441606377475","8","31","3_1475902441606377475","3_1475902441606377475","https://pbs.twimg.com/media/FHt1c3MUcAMEZ92.jpg","311","556","0","0","556","556","0","0","634","556","0","0","682","341","215","0","682","556","0","0","682","556","682","fit","556","682","fit","556","680","fit","554","150","crop","150","photo","https://t.co/FA6GuKSPI0",,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1475902480625983491","qme","0","1475902441606377475","https://pbs.twimg.com/media/FHt1c3MUcAMEZ92.jpg",,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/FA6GuKSPI0",
"false","false","An anti-vaccine advocate of 37 years.  Mom of 2 kids, grandmother to 3 7 fur mom to 4 dogs & 2 guinea pigs.","https://pbs.twimg.com/profile_images/1698399605522616320/yCqzhJAp_normal.jpg","Lori Harvey","117641209","mopar28m","87","0","1475587321277956096","Mon Dec 27 23:00:58 +0000 2021","https://t.co/Toc43BmowT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"physiciansforinformedconsent.org/physicians-for…","https://physiciansforinformedconsent.org/physicians-for-informed-consent-updates-its-pfizer-covid-19-vaccine-risk-statement-analyzes-new-safety-data-for-children/?fbclid=IwAR0_eNfS4xBh9U_lfOi01Sp7QsZMpPnToKvewI1IvjEFnIHTqC0LJPrfvbo","8","31","https://t.co/Toc43BmowT","146569971","0","7","CDC","CDCgov",,,,,,"1475602635558473730","qme","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/Toc43BmowT",
