row_id,cdc_post_id,created_at,comment_id,lang,text,period
0,1482128870287544324,Sat Jan 15 05:23:05 +0000 2022,1482221781255610372,en,@CDCgov You’re a tad late with this information.,period_3
1,1482128870287544324,Sat Jan 15 01:29:31 +0000 2022,1482163002866487296,en,"@CDCgov We've blown it for 2 years, but believe us THIS time!",period_3
2,1482128870287544324,Fri Jan 14 23:52:30 +0000 2022,1482138588011806722,en,@CDCgov TWO FUKEN YEARS!!! 🤦🏻‍♂️,period_3
3,1482128870287544324,Sat Jan 15 07:05:36 +0000 2022,1482247579664621568,en,@CDCgov I'm done with the freaking masks..I got vaccinated..I got boostered..done..,period_3
4,1482128870287544324,Fri Jan 14 23:24:03 +0000 2022,1482131428989186049,en,@CDCgov And ventilation? At the workplace nobody wants to acknowledge it’s airborne,period_3
5,1482128870287544324,Sat Jan 15 01:21:10 +0000 2022,1482160901654470662,en,@CDCgov My best fit and comfort is no mask. Thanks CDC!,period_3
6,1482128870287544324,Sat Jan 15 00:09:34 +0000 2022,1482142880747724803,en,"@CDCgov IMHO I'll add:
👉Ventilation
👉Air filtration",period_3
7,1482128870287544324,Fri Jan 14 23:17:39 +0000 2022,1482129817604661248,en,"@CDCgov Cool story, so send us free ones yesterday.",period_3
8,1482128870287544324,Fri Jan 14 23:58:48 +0000 2022,1482140170707214340,en,"@CDCgov Dammit. All I have are cloth masks. I've only got COVID once, because my dumbass sister didn't tell me she'd been exposed. Vaxxed and boosted, but only have cloth masks. Are the 'best' masks free? Y'all gonna give them to us? Sigh.",period_3
9,1482128870287544324,Fri Jan 14 23:33:27 +0000 2022,1482133792504483840,en,"@CDCgov What about mask braces? 
https://t.co/FY7VnBFePy",period_3
10,1482128870287544324,Sat Jan 15 19:04:49 +0000 2022,1482428576368447488,en,"@CDCgov I’m in Vegas, huge spike…and you are allowed to remove your mask in crowded casinos to smoke or vape &amp; blow smoke to your hearts content. Indoors. Now explain “health, science and safety” to me again as it relates to this practice? When I get a coherent health answer, I’ll bow.",period_3
11,1482128870287544324,Sat Jan 15 03:10:07 +0000 2022,1482188320427941888,en,"@CDCgov Been vaccinated and boosted, still tested positive for omicron. Apparently this covid stuff is never going away...",period_3
12,1482128870287544324,Sat Jan 15 03:37:11 +0000 2022,1482195131482656770,en,@CDCgov Here’s a fantastic idea:,period_3
13,1482128870287544324,Sat Jan 15 04:40:59 +0000 2022,1482211186661863428,en,@CDCgov Thank you for following the science and updating the guidance! https://t.co/3jrqjpnSpx,period_3
14,1482128870287544324,Sat Jan 15 07:12:09 +0000 2022,1482249229984800769,en,"@CDCgov What's this about comfort?  You barely improved the message.
Covid is airborne. Only N95s (or higher) provide the necessary protection, unless you are meeting someone briefly outdoors. https://t.co/G3Na2eYjJe",period_3
15,1482128870287544324,Sat Jan 15 04:53:12 +0000 2022,1482214261657317378,en,@CDCgov Good to get the right masking messages out. But how about better ventilation and air filtration? Not wanting to push businesses and govts to do their fair share to fight this pandemic?,period_3
16,1482128870287544324,Sat Jan 15 03:15:52 +0000 2022,1482189763570548740,en,@CDCgov Better two years late than never.  Still not perfect but better,period_3
17,1482128870287544324,Sat Jan 15 00:51:35 +0000 2022,1482153455854637058,en,@CDCgov You have no substantial data so just don’t say this and expect people to listen because you don’t back it up and you are wrong!,period_3
18,1482128870287544324,Sat Jan 15 06:23:25 +0000 2022,1482236963683909635,en,@CDCgov N95 masks are best by far. https://t.co/ZkKMCOVGqy,period_3
19,1482128870287544324,Sat Jan 15 00:06:26 +0000 2022,1482142092595847178,en,@CDCgov Bernie wants us all to have the good ones,period_3
20,1482128870287544324,Sat Jan 15 01:54:31 +0000 2022,1482169292623912967,en,"""wear the most protective mask you can that fits well and that you will wear consistently""

FINALLY @CDCgov
https://t.co/FJT53cRssy",period_3
21,1482128870287544324,Sat Jan 15 01:02:24 +0000 2022,1482156177257598978,en,@CDCgov Took you long enough,period_3
22,1482128870287544324,Fri Jan 14 23:18:34 +0000 2022,1482130046873571331,en,@CDCgov How many boosters?  I hear they are dropping off faster and faster?  Will they be down to six weeks or so after the 4th or 5th?,period_3
23,1482128870287544324,Sat Jan 15 17:22:40 +0000 2022,1482402869273845764,en,@CDCgov Fixed https://t.co/T49TLjVcBT,period_3
24,1482128870287544324,Sat Jan 15 01:37:19 +0000 2022,1482164963753947137,en,@CDCgov @joshtpm There’s a 5th option. https://t.co/qaTL5N69Wh,period_3
25,1482128870287544324,Sat Jan 15 16:31:24 +0000 2022,1482389968194580481,en,@CDCgov When they shut down the southern border then maybe all this bs will make sense?,period_3
27,1482128870287544324,Sat Jan 15 15:26:18 +0000 2022,1482373585188446209,en,@CDCgov Be clear that cloth masks should be set aside at this point in favor of better masks.,period_3
28,1482128870287544324,Sat Jan 15 13:45:26 +0000 2022,1482348203127324676,en,@CDCgov Are you sure this time? Because you seem to keep changing your guidance.,period_3
29,1482128870287544324,Sat Jan 15 01:52:25 +0000 2022,1482168762820435971,en,@CDCgov Or you could just live your life normally and not catch it either,period_3
30,1482128870287544324,Mon Jan 17 21:36:31 +0000 2022,1483191527685853187,en,@CDCgov Tell me where one can buy 3M 1860 N 95s. … should be made available to everyone!,period_3
31,1482128870287544324,Sat Jan 15 06:38:22 +0000 2022,1482240727233048576,en,@CDCgov Stop it with the lies!,period_3
32,1482128870287544324,Sat Jan 15 15:03:05 +0000 2022,1482367740740620291,en,"@CDCgov How does it make sense to ONLY be relying on vaccines, which take at least 4 wks, and boosters, which only happen 6 months after the initial 4 wks, when the pandemic is raging NOW? When people are getting sick and dying and going broke NOW? Fucking do something!!!",period_3
33,1482128870287544324,Sun Jan 16 22:17:25 +0000 2022,1482839434529853440,en,@CDCgov Rubbish.  Masks do nothing.,period_3
34,1482128870287544324,Tue Jan 18 20:23:48 +0000 2022,1483535614871949312,en,@CDCgov You should be well aware how masks work. You're only protected from those who wear an appropriate mask from spreading the virus. All who don't wear a mask can continue to spread the virus that can penetrate an improperly fitted inadequately filtered mask. https://t.co/WjkuYZ1MeU,period_3
35,1482128870287544324,Sat Jan 15 23:33:44 +0000 2022,1482496253510307841,en,"@CDCgov Just a little while ago you guys were telling people to make their own masks at home. You are like yoyos in mid air. Anyone listening to you must be two slices short of a loaf, or the elevator must not be going all the way to the top.",period_3
36,1482128870287544324,Sat Jan 15 15:26:32 +0000 2022,1482373644445790214,en,"@CDCgov Yoooo the government is going to stop reporting covid deaths. Y'all they are legit trying to kill us and cover it up
https://t.co/f43DyIbgAb",period_3
37,1482128870287544324,Sat Jan 15 14:16:20 +0000 2022,1482355975726276609,en,"@CDCgov @JuliaRaifman Please don’t forget about the importance of ventilation and air filtration. Your tips are EXCELLENT, but individual actions cannot stop this pandemic. We need govt action and @OSHA_DOL involvement for a clean air initiative to protect workers. @POTUS @WHCOVIDResponse @SecBecerra",period_3
39,1482128870287544324,Sat Jan 15 04:58:00 +0000 2022,1482215468194836480,en,@CDCgov @BarredinDC Is the supply chain stable enough so every day ppl can wear N95 masks w/o taking away from medical pros?,period_3
40,1482128870287544324,Sun Jan 16 04:44:49 +0000 2022,1482574538252685313,en,@CDCgov This is not good messaging. People need to understand what the effectiveness is for each type of mask. This makes it look like their all good choices just some are better. People are going to die. #DoBetter,period_3
41,1482128870287544324,Sat Jan 15 05:50:56 +0000 2022,1482228789941882880,en,"@CDCgov ""protect yourself &amp; others"" 🤔",period_3
42,1482128870287544324,Fri Jan 14 23:28:28 +0000 2022,1482132536553877506,en,@CDCgov You guys are absolute clowns with your goal post shifting,period_3
43,1482128870287544324,Sat Jan 15 19:25:38 +0000 2022,1482433816052613122,en,"@CDCgov Then approve @Novavax so people can get a regular vaccine. It’s not hard to hear that people don’t want mRNA vaccines. There’s nothing wrong with patient autonomy! My fear is that you are just corrupt, and won’t give Americans the vaccine they want.",period_3
44,1482128870287544324,Sat Jan 15 02:12:50 +0000 2022,1482173903678148609,en,@CDCgov No!! We know masks don’t work aside from N95s. Wearing masks made no difference in spread. Vaccines don’t work and omicron attracts the vaccinated the most. https://t.co/ZbPxbXwiPe,period_3
45,1482128870287544324,Sat Jan 15 17:30:48 +0000 2022,1482404915867754498,en,@CDCgov Ivermectin 4 all...,period_3
46,1482128870287544324,Mon Jan 17 16:34:38 +0000 2022,1483115558740578308,en,@CDCgov Why doesn’t Louisiana have a indoor mask mandate @LouisianaGov ?  What are you afraid of?  That you won’t be able to run for Congress as a Republican?,period_3
47,1482128870287544324,Sun Jan 16 01:40:23 +0000 2022,1482528122595651585,en,"@CDCgov Better but why not be honest. At least have guidance that we're in Red Zone (Red, Orange, Yellow, Green, remember?) and KF94 on up are highly recommended? 

Re: ventilation/air filtration? Why r you @potus not trying mandates into the money given to states to upgrade ventilation?",period_3
49,1482128870287544324,Sun Jan 16 15:27:16 +0000 2022,1482736217615736838,en,"@CDCgov When is Twitter going to ban you for misinformation? You guys aren't ""experts"", you are typical government employees!",period_3
50,1482128870287544324,Sat Jan 15 03:31:24 +0000 2022,1482193676059226114,en,"@CDCgov Fauci thought the records were already publicly available. You didn't do anything that Fauci didn't think was already happening...
https://t.co/q6W8x5U5Ty",period_3
51,1482128870287544324,Sun Jan 16 22:57:10 +0000 2022,1482849437907132421,en,"@CDCgov You better not question this item of science, even when we change the science!!!!",period_3
52,1482128870287544324,Sun Jan 16 06:49:37 +0000 2022,1482605944022261762,en,@CDCgov Limp.,period_3
53,1482128870287544324,Thu Jan 20 04:07:50 +0000 2022,1484014782311186433,en,@CDCgov You guys got any actual data on that or nah?,period_3
55,1482128870287544324,Sun Jan 16 19:58:07 +0000 2022,1482804377765220353,en,@CDCgov No thank you!!!You don't support Morgellons!!! You are a bunch of fools!!!,period_3
56,1482128870287544324,Sat Jan 15 19:50:36 +0000 2022,1482440099161952256,en,@CDCgov This is like saying 4 &gt; 3 &gt;2 &gt; 1. Well done.,period_3
57,1482128870287544324,Sat Jan 15 17:02:12 +0000 2022,1482397721034203139,en,@CDCgov This is sad and potentially still deadly.,period_3
58,1482128870287544324,Wed Jan 19 16:55:09 +0000 2022,1483845498221985804,en,"@CDCgov @CAPublicHealth NONE of those protect you, it’s been a proven fact..",period_3
59,1482128870287544324,Sat Jan 15 19:18:53 +0000 2022,1482432115023224836,en,@CDCgov So why is it still spreading?,period_3
60,1482128870287544324,Sat Jan 15 10:39:46 +0000 2022,1482301478131879937,en,@CDCgov How do I get these masks 😷,period_3
61,1482128870287544324,Sat Jan 15 02:08:50 +0000 2022,1482172897473232897,en,@CDCgov I’ve heard opposite,period_3
63,1482128870287544324,Sat Jan 15 14:40:55 +0000 2022,1482362164010631172,en,@CDCgov Why not just lump KF94 and KN95 together at least? Why the complete ignoring of it?,period_3
64,1482128870287544324,Sat Jan 15 07:17:27 +0000 2022,1482250561458212864,en,@CDCgov I have covid,period_3
65,1482128870287544324,Sat Jan 15 07:37:43 +0000 2022,1482255663510470663,en,@CDCgov Sounds like a condom for the face.,period_3
66,1482128870287544324,Sun Jan 16 20:17:39 +0000 2022,1482809292168253442,en,@CDCgov @ALPublicHealth Well what are you waiting for! make mask mandatory for K-12,period_3
67,1482128870287544324,Sat Jan 15 03:45:45 +0000 2022,1482197284544819201,en,"@CDCgov Staying home and isolating = best protection for vulnerable. For vulnerable, even 3x vaxxed, still  significant risk. Recommend remote work or paid leave for the vulnerable, for the love of god! #disabled",period_3
68,1482128870287544324,Sat Jan 15 04:16:50 +0000 2022,1482205109652111361,en,"@CDCgov Oh put a cock in it, you evil fucks.",period_3
69,1482128870287544324,Sat Jan 15 14:46:50 +0000 2022,1482363651193458695,en,@CDCgov stupid visual.  most people skim quickly and many (like me) though the progression from worst to best runs from left to right.  like we read. should make it simple.  dummies in the real world (maybe smart scientists in the lab room) should not be doing the policy or communicating,period_3
72,1482128870287544324,Sat Jan 15 18:24:49 +0000 2022,1482418510945001477,en,"@CDCgov You forgot the most important prevention tip, common sense hygiene practices.  Remember to wash your hands, cover your coughs and sneezes, and follow PHYSICAL DISTANCING by keeping 6 feet away from others, especially those people you do not know...",period_3
73,1482128870287544324,Mon Jan 17 02:08:00 +0000 2022,1482897463522512899,en,@CDCgov My father caught the omicron variant and is in the hospital now and he wears masks and is vaccinated and boostered with moderna. You’re hyping up vaccines and they ain’t doing shit.,period_3
74,1482128870287544324,Sat Jan 15 12:46:37 +0000 2022,1482333401168416770,en,@CDCgov You can make COVID yourself do you know how and I am an expert in Virology ?,period_3
75,1482128870287544324,Sat Jan 15 22:35:13 +0000 2022,1482481526512050178,en,@CDCgov Haha. Credible info. You can’t decide who’s pocket you are in. Get lost with your scare tactics.,period_3
76,1482128870287544324,Sun Jan 16 12:23:55 +0000 2022,1482690073623769089,en,@CDCgov Stop the FEAR!,period_3
77,1482128870287544324,Sun Jan 16 12:23:23 +0000 2022,1482689942274854915,en,@CDCgov What ever happen to “it’s cold and flu season?” Enough !,period_3
78,1482128870287544324,Mon Jan 17 00:08:13 +0000 2022,1482867318392643584,en,@CDCgov Do I really need to do that for a (version of the) virus that presents the same symptoms as the common cold?,period_3
79,1482128870287544324,Sat Jan 15 15:31:35 +0000 2022,1482374913025527812,en,@CDCgov Masks + vaccines + boosters = pneumonia #Omicron. Nothing helped me was sick threw Thanksgiving &amp; Christmas.,period_3
80,1482128870287544324,Sat Jan 15 03:49:07 +0000 2022,1482198133044092932,en,@CDCgov Define particles. Particles of what? Specifically please.,period_3
81,1482128870287544324,Sat Jan 15 03:39:29 +0000 2022,1482195706928582657,en,@CDCgov Show us the $$ or the #Masks what an embarrassment you all are,period_3
82,1482128870287544324,Sun Jan 16 06:41:58 +0000 2022,1482604019700809733,en,@CDCgov Ugh excluding KF94s is such an oversight. They are way better than KN95,period_3
83,1482128870287544324,Sun Jan 16 22:21:17 +0000 2022,1482840405951410176,en,@CDCgov god ya'll are such a joke it's not even funny anymore,period_3
84,1482128870287544324,Sun Jan 16 16:43:27 +0000 2022,1482755389242363910,en,"@CDCgov 3m stock is rising, I’m sure Nancy Pelosi all over that, here is another thing, those mask are going to cause serious damage to the head, but of course that’s why nobody trust the cdc",period_3
85,1482128870287544324,Sat Jan 15 21:54:39 +0000 2022,1482471314887696388,en,"@CDCgov Getting sick &amp; not being able to smell pre-CV19 was a cold/flu with a stopped up nose. Took nyquil &amp; used Vicks rub. Didn't wear a face pampers, take dozens of unreliable tests &amp; get 3 jabs in 6 mths. Damn sure didn't shut down the country &amp; fire health care workers",period_3
86,1482128870287544324,Sat Jan 15 22:26:07 +0000 2022,1482479235075874820,en,@CDCgov Cdc is a complete joke anymore.,period_3
87,1482128870287544324,Sun Jan 16 18:52:40 +0000 2022,1482787908562137090,en,"@CDCgov Fuck masks, fuck vaccines, fuck all this theater.",period_3
88,1482128870287544324,Sun Jan 16 22:25:30 +0000 2022,1482841467978539010,en,"@CDCgov Yes, that's the best PERSONAL protection but we need shutdowns and restrictions to slow transmission. Why are you lying about that and allowing covid to spread unchecked? Where is your integrity?",period_3
89,1482128870287544324,Sun Jan 16 09:37:08 +0000 2022,1482648102251155458,en,@CDCgov @CDCgov how do you know which type of cloth mask you have??,period_3
92,1482128870287544324,Sat Jan 15 15:50:09 +0000 2022,1482379586650316807,en,"@CDCgov Boosted JJ is barely as effective as non boosted mRNA against Omicron.  We need a third dose, and make it a FULL Moderna dose this time for boost.  

https://t.co/YIAIQ7YCZB",period_3
93,1482128870287544324,Sat Jan 15 15:27:03 +0000 2022,1482373773596798984,en,@CDCgov comfort?   N95s are the most protective and the most comfortable,period_3
94,1482128870287544324,Mon Jan 17 01:14:43 +0000 2022,1482884054722564098,en,@CDCgov Why not include p100 respirators? That protect &gt;99%. It seems some people (airlines) @Delta think they're less effective than surgical masks which is a joke.,period_3
95,1482128870287544324,Mon Jan 17 03:43:15 +0000 2022,1482921432120119296,en,"@CDCgov Yeah, f*ck yall lol.",period_3
96,1482128870287544324,Tue Jan 25 11:27:19 +0000 2022,1485937321715380230,en,@CDCgov No - you literally help no one except Pharma and their cronies in the bureaucracy. Masks and Vax do not stop infection or transmission. Your “keep yourself and others safe” narrative is false. Stop it.,period_3
97,1482128870287544324,Sat Jan 15 15:32:10 +0000 2022,1482375059968864258,en,@CDCgov Why is your messaging always so bad? Tell people to stop wearing cloth masks. Include KF94 on your chart so people know they’re better than cloth and disposable.,period_3
98,1482128870287544324,Sat Jan 15 18:00:19 +0000 2022,1482412343396945922,en,@CDCgov Imagine where we'd be if this had been posted in March 2020 ...,period_3
99,1482128870287544324,Sat Jan 15 04:50:26 +0000 2022,1482213562550394881,en,"@CDCgov I trust your guidance, especially since I live in LA and LA Heath Department keeps getting away with misinformation and continues to be sloppy on data. Sucks that I won't be wearing any of the reusable masks that friends sent me as gifts.",period_3
102,1482128870287544324,Sat Jan 15 16:39:11 +0000 2022,1482391925126836231,en,@CDCgov CDC is a crock! I have never wore a mask! Loving Florida freedom!,period_3
103,1482128870287544324,Sat Jan 15 13:17:17 +0000 2022,1482341118884909066,en,@CDCgov 2 years in and we are talking masks lol. You people are full of it.,period_3
104,1482128870287544324,Sat Jan 22 14:24:22 +0000 2022,1484894713404485632,en,"@CDCgov Wrong. 

Go away.",period_3
105,1482128870287544324,Fri Jan 14 23:59:52 +0000 2022,1482140440635785216,en,@CDCgov Two years of wearing a bandana or any homemade mask. Now as the Rona is just a cold let's wear real masks.,period_3
106,1482128870287544324,Fri Jan 14 23:36:50 +0000 2022,1482134645517045760,en,@CDCgov N95 masks require a yearly medical and fit test for it to be worn according to OSHA. Who is going to give Americans who want to wear this a physical and fit test?,period_3
107,1482128870287544324,Fri Jan 14 23:17:46 +0000 2022,1482129847107211266,en,"@CDCgov Don't forget... Common sense! 😉
That seems to be the one most people forgot...",period_3
108,1482128870287544324,Sat Jan 15 01:17:57 +0000 2022,1482160089922473987,en,"@CDCgov Covid is taking the same path as the Spanish flu. it will mutate to less an less deadly variants an become a normal common seasonal flu. masking an vaxing will do nothing, NY is great example, mandates ever were yet it still spreading",period_3
110,1482128870287544324,Sat Jan 15 01:23:31 +0000 2022,1482161492430663683,en,"@CDCgov Slow clap... 👏🙄

Wow... you FINALLY acknowledge that Covid-19 is largely passed around by aerosolized virus. You have so mucked up the masking messaging from the very start. 🤦‍♀️😷🤡

Even I could have told you this back in February 2020! Nice that you finally figured it out! 👍",period_3
111,1482128870287544324,Sat Jan 15 04:17:26 +0000 2022,1482205260898713600,en,@CDCgov Wearing a mask does not protect the person wearing a mask. We should leave it up to the individual.,period_3
112,1482128870287544324,Mon Jan 17 02:54:51 +0000 2022,1482909250552614912,en,@CDCgov The same shot for everything.? You ppl are idiots for being scared . Christian churches don’t want masks because GOD is greater than your virus. Go to church and check it out. I shake 50 hands every wed and Sunday nobody is getting sick. It’s a scam ppl the numbers are weongy,period_3
113,1482128870287544324,Sat Jan 15 10:30:31 +0000 2022,1482299150691876870,en,"@CDCgov The plural ""masks"" = Wear double masks
https://t.co/8ZDpgYkqyU",period_3
115,1482128870287544324,Mon Jan 17 13:34:47 +0000 2022,1483070294910812165,en,@CDCgov Fake news!,period_3
116,1482128870287544324,Fri Jan 14 23:18:40 +0000 2022,1482130073352216582,en,@CDCgov Check out the don’t punish pain rally site on Facebook or on the web. The cdc is promoting a genocide of pain patients. Your neighbors.,period_3
118,1482128870287544324,Fri Jan 14 23:25:46 +0000 2022,1482131860104912904,en,@CDCgov $120 for 50 masks on Amazon…many cannot afford that!,period_3
119,1482128870287544324,Sat Jan 15 03:21:35 +0000 2022,1482191203902767106,en,@CDCgov Since cloth maps don’t work why not outlaw them or better yet why not provide the right masks to the public if this is a National health hazard?,period_3
121,1482128870287544324,Sun Jan 16 14:02:01 +0000 2022,1482714762052001792,en,@CDCgov Omicron variant has done more to protect Americans than that placebo they are pretending is a vaccine ever will.. pfrizers profits are up 20% bankrolled by you the tax payer. Dr fake ass and members of Congress are accepting money from Pfizer to keep this Scam rolling.,period_3
122,1482128870287544324,Sun Jan 16 02:49:36 +0000 2022,1482545542160797696,en,"@CDCgov shame on you CDC. why don’t just recommend to wear 2 masks as the director she does ? or wear 3,4, or even more?",period_3
123,1482128870287544324,Tue Jan 18 09:40:55 +0000 2022,1483373830093557761,en,"@CDCgov Why good people obey --&gt;

https://t.co/foXDdmOSof",period_3
124,1482128870287544324,Sun Jan 16 19:44:54 +0000 2022,1482801051036172293,en,@CDCgov It’s funny how you’ve gone out of your way to shut down conversation about available therapeutics that are extremely successful. Continue the fear for people weak enough not to have critical thinking.,period_3
125,1482128870287544324,Mon Jan 17 21:02:39 +0000 2022,1483183006273572865,en,"@CDCgov ""... and it is important to remember that any mask is better than no mask."" That's false and you know it. It's like saying a screen door is better than nothing to keep out storm winds and rain! It may keep out larger pieces of storm debri, but ineffective against wind/water",period_3
126,1482128870287544324,Sat Jan 15 12:10:54 +0000 2022,1482324410476507137,en,@CDCgov Healthy eating + exercise + vitamins = best protection against all disease,period_3
127,1482128870287544324,Tue Jan 18 22:33:27 +0000 2022,1483568245386858498,en,@CDCgov @CAPublicHealth Just stop 🛑 and go fuck your self 🖕🏻,period_3
128,1482128870287544324,Sun Jan 16 19:50:44 +0000 2022,1482802519181041665,en,"@CDCgov Does my mask work if I wear it on my chin?

That's what I've been doing when I had to wear one and I ain't gotten the china virus yet.",period_3
129,1482128870287544324,Sun Jan 16 00:03:31 +0000 2022,1482503748949794821,en,@CDCgov Just like 15 days turns into 3 years🤪These friggin people🤪And as long as the sheep follow along  willingly and trust what the government says it will not end and will only intensify. #ArrestAnthonyFauciAndBillGates for crimes against humanity,period_3
130,1482128870287544324,Sat Jan 15 14:32:04 +0000 2022,1482359938114486273,en,"@CDCgov Really ? Then why do people get COVID when they wear a mask and get the vaccine. Totally fake mandates , they don't work.",period_3
131,1482128870287544324,Sun Jan 16 00:45:18 +0000 2022,1482514261880492032,en,@CDCgov where was all this during Delta? We let the deadliest variant sweep the USA and now we panic over a variant that is 90% less deadly. You did nothing during Delta and many people suffered @CDCgov is an embarrassment even @WHO is doing a better job,period_3
132,1482128870287544324,Sat Jan 15 12:50:48 +0000 2022,1482334452718223360,en,@CDCgov Do you know what is called PM2.5 toxins read and guess the future of using mask for a long time ?Doctors are sleeping and the politicians have got the world ; the lungs are in dangerous life with PM2.5 toxins find in masks.,period_3
134,1482128870287544324,Sun Jan 16 14:49:51 +0000 2022,1482726799280848900,en,@CDCgov I put this to a test last nite to see Spidey movie.  KN mask over N95 mask.,period_3
135,1482128870287544324,Sat Jan 15 10:39:14 +0000 2022,1482301343381745666,en,"@CDCgov Also don't forget social distancing
https://t.co/kUViAOYotu",period_3
136,1482128870287544324,Thu Jan 20 13:12:29 +0000 2022,1484151849254993924,en,"@CDCgov @CAPublicHealth Masks are ineffective, harmful to students and cruel.  Civilized societies in Europe are admitting this and dropping the mandates, but we double down because Dem politicians can’t admit they were wrong. Doing this to kids for political reasons is shameful

https://t.co/amhSqDXFUa",period_3
137,1482128870287544324,Sun Jan 16 22:38:47 +0000 2022,1482844809983262721,en,@CDCgov Do “particles” include the virus?,period_3
139,1482128870287544324,Mon Jan 24 03:21:15 +0000 2022,1485452612614995969,en,"@CDCgov Morons. Keep pushing the practices that are proven no to work… learn with the British, at least recognize the erros and have ended this Chinese virus nightmare.",period_3
140,1482128870287544324,Thu Jan 20 16:52:23 +0000 2022,1484207188792987655,en,"@CDCgov Jesus+ Praying + Faith= protection and healing from ALL diseases and viruses including COVID! AND THERE’S MORE: IT’S FREE! No injecting an unknown foreign substance into you body!
#NoVaccineMandates",period_3
141,1482128870287544324,Sun Jan 16 01:20:18 +0000 2022,1482523071013695489,en,@CDCgov Your not telling the truth to the public . People get colds and you don’t care. Stop telling people to wear masks. Supreme Court will ban mask wearing soon its unhealthy.,period_3
142,1482128870287544324,Sat Jan 15 15:31:50 +0000 2022,1482374977114578952,en,"@CDCgov https://t.co/TgyFKX1LzA
Why are WE ARE STILL BEING LIED to",period_3
143,1482128870287544324,Sat Jan 15 14:48:45 +0000 2022,1482364135082016770,en,@CDCgov This is garbage you all said if people get the vaccine the people were protected now ya all wanna make people look like idiots by wearing masks I call bull crap this is a political move to gain control off the people and that’s facts,period_3
144,1482128870287544324,Sat Jan 15 01:36:23 +0000 2022,1482164730815037440,en,"@CDCgov Brain- own research- avoiding liberal communist news
= best defense against communist propaganda",period_3
145,1482128870287544324,Sat Jan 15 12:03:27 +0000 2022,1482322537153544192,en,"@CDCgov Or, a healthy immune system.",period_3
146,1482128870287544324,Tue Jan 18 03:23:22 +0000 2022,1483278817435209730,en,"@CDCgov the mask makes you sick,  you know how much is dammageable to the brain the mask it is why you force us to wear it.  mask protect nothing,  many are vaccinated wear the mask been infected .... stop lying",period_3
147,1482128870287544324,Wed Jan 19 21:43:16 +0000 2022,1483918003695673353,en,@CDCgov This statement is FALSE!!!! Try again.,period_3
148,1482128870287544324,Sat Jan 15 19:25:34 +0000 2022,1482433797014622212,en,"@CDCgov Imagine promoting this even after Fauci just admutted every single American will get covid.

Screw logic I guess..  If their is any truat left in the CDC, this will kill it.",period_3
149,1482128870287544324,Sat Jan 15 15:21:19 +0000 2022,1482372329871192072,en,"@CDCgov Vitamin D,C, Zinc are some of the best masks. External masks fail, and only lead to bigger problems. It’s been proven a thousand times over.",period_3
151,1482128870287544324,Sun Jan 16 14:44:12 +0000 2022,1482725378724671497,en,@CDCgov An even better protection is lock yourself up in basement and wrap yourself in bubble wrap while wearing a mask and hiding in a corner. Right?,period_3
152,1482128870287544324,Sat Jan 15 00:01:17 +0000 2022,1482140798552403976,en,@CDCgov South Dakota: State had no mask mandate. https://t.co/jrjnPX1BD6,period_3
158,1481333160218669056,Thu Jan 13 03:12:15 +0000 2022,1481464081278197765,en,@CDCgov Then Y R so many unvaccinated athletes dropping dead in the field in front of thousands? Y are the vaccinated getting Covid and dying? The vaccine destroys your immune system!!,period_3
159,1481333160218669056,Wed Jan 12 18:35:50 +0000 2022,1481334120148049924,en,@CDCgov Undeniable data and safety #Covaxin4Kids https://t.co/0kSJqDT9Xt,period_3
160,1481333160218669056,Thu Jan 13 14:03:45 +0000 2022,1481628036940406784,en,"@CDCgov #IchooseCOVAXIN #CovaxinForKids #Covaxin4Kids #COVAXIN 
PEDIATRIC STUDIES 2-18 HAVE CONCLUDED THIS IS THE VACCINE I WANT FOR MY CHILDREN...FREEDOM OF CHOICE!!!! https://t.co/bzvik9dMYU",period_3
161,1481333160218669056,Thu Jan 13 01:22:07 +0000 2022,1481436363241238534,en,"@CDCgov Natural Immunity, nah, diet and exercise, nah, magic shot, heck ya!!!",period_3
162,1481333160218669056,Thu Jan 13 03:45:14 +0000 2022,1481472379675197445,en,@CDCgov @HHSGov So what the results on long term effects? How can you determine if this is safe long term?,period_3
163,1481333160218669056,Wed Jan 12 19:00:08 +0000 2022,1481340235141107714,en,@CDCgov Add #covaxin to the list i dont mind paying for it… #IchooseCOVAXIN,period_3
164,1481333160218669056,Thu Jan 13 04:50:51 +0000 2022,1481488894495367170,en,@CDCgov How about a Covaxin shot? Just read the data and do your own DD.,period_3
166,1481333160218669056,Wed Jan 12 19:38:29 +0000 2022,1481349886079610891,en,@CDCgov Over my dead body🖕,period_3
167,1481333160218669056,Thu Jan 13 14:01:28 +0000 2022,1481627460261523461,en,@CDCgov Still waiting for a safer vaccine than what the lacklustre ones you have approved.,period_3
168,1481333160218669056,Wed Jan 12 20:21:37 +0000 2022,1481360741643034633,en,@CDCgov And how are we supposed to keep kids safe who are under five huh??? Or did that bribe from delta airlines make you forget that,period_3
169,1481333160218669056,Thu Jan 13 04:45:08 +0000 2022,1481487452657393668,en,@CDCgov Y'all really need to leave the kids alone kids are not at risk,period_3
170,1481333160218669056,Wed Jan 12 18:35:44 +0000 2022,1481334093099020291,en,@CDCgov You need to state the time period between the second vaccine and booster.,period_3
