"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/media/1/display_url","entities/media/1/expanded_url","entities/media/1/ext_alt_text","entities/media/1/ext_media_availability/status","entities/media/1/features/large/faces/0/h","entities/media/1/features/large/faces/0/w","entities/media/1/features/large/faces/0/x","entities/media/1/features/large/faces/0/y","entities/media/1/features/large/faces/1/h","entities/media/1/features/large/faces/1/w","entities/media/1/features/large/faces/1/x","entities/media/1/features/large/faces/1/y","entities/media/1/features/medium/faces/0/h","entities/media/1/features/medium/faces/0/w","entities/media/1/features/medium/faces/0/x","entities/media/1/features/medium/faces/0/y","entities/media/1/features/medium/faces/1/h","entities/media/1/features/medium/faces/1/w","entities/media/1/features/medium/faces/1/x","entities/media/1/features/medium/faces/1/y","entities/media/1/features/orig/faces/0/h","entities/media/1/features/orig/faces/0/w","entities/media/1/features/orig/faces/0/x","entities/media/1/features/orig/faces/0/y","entities/media/1/features/orig/faces/1/h","entities/media/1/features/orig/faces/1/w","entities/media/1/features/orig/faces/1/x","entities/media/1/features/orig/faces/1/y","entities/media/1/features/small/faces/0/h","entities/media/1/features/small/faces/0/w","entities/media/1/features/small/faces/0/x","entities/media/1/features/small/faces/0/y","entities/media/1/features/small/faces/1/h","entities/media/1/features/small/faces/1/w","entities/media/1/features/small/faces/1/x","entities/media/1/features/small/faces/1/y","entities/media/1/id_str","entities/media/1/indices/0","entities/media/1/indices/1","entities/media/1/media_key","entities/media/1/media_results/result/media_key","entities/media/1/media_url_https","entities/media/1/original_info/focus_rects/0/h","entities/media/1/original_info/focus_rects/0/w","entities/media/1/original_info/focus_rects/0/x","entities/media/1/original_info/focus_rects/0/y","entities/media/1/original_info/focus_rects/1/h","entities/media/1/original_info/focus_rects/1/w","entities/media/1/original_info/focus_rects/1/x","entities/media/1/original_info/focus_rects/1/y","entities/media/1/original_info/focus_rects/2/h","entities/media/1/original_info/focus_rects/2/w","entities/media/1/original_info/focus_rects/2/x","entities/media/1/original_info/focus_rects/2/y","entities/media/1/original_info/focus_rects/3/h","entities/media/1/original_info/focus_rects/3/w","entities/media/1/original_info/focus_rects/3/x","entities/media/1/original_info/focus_rects/3/y","entities/media/1/original_info/focus_rects/4/h","entities/media/1/original_info/focus_rects/4/w","entities/media/1/original_info/focus_rects/4/x","entities/media/1/original_info/focus_rects/4/y","entities/media/1/original_info/height","entities/media/1/original_info/width","entities/media/1/sizes/large/h","entities/media/1/sizes/large/resize","entities/media/1/sizes/large/w","entities/media/1/sizes/medium/h","entities/media/1/sizes/medium/resize","entities/media/1/sizes/medium/w","entities/media/1/sizes/small/h","entities/media/1/sizes/small/resize","entities/media/1/sizes/small/w","entities/media/1/sizes/thumb/h","entities/media/1/sizes/thumb/resize","entities/media/1/sizes/thumb/w","entities/media/1/type","entities/media/1/url","entities/media/1/video_info/aspect_ratio/0","entities/media/1/video_info/aspect_ratio/1","entities/media/1/video_info/variants/0/bitrate","entities/media/1/video_info/variants/0/content_type","entities/media/1/video_info/variants/0/url","entities/media/2/display_url","entities/media/2/expanded_url","entities/media/2/ext_alt_text","entities/media/2/ext_media_availability/status","entities/media/2/features/large/faces/0/h","entities/media/2/features/large/faces/0/w","entities/media/2/features/large/faces/0/x","entities/media/2/features/large/faces/0/y","entities/media/2/features/large/faces/1/h","entities/media/2/features/large/faces/1/w","entities/media/2/features/large/faces/1/x","entities/media/2/features/large/faces/1/y","entities/media/2/features/medium/faces/0/h","entities/media/2/features/medium/faces/0/w","entities/media/2/features/medium/faces/0/x","entities/media/2/features/medium/faces/0/y","entities/media/2/features/medium/faces/1/h","entities/media/2/features/medium/faces/1/w","entities/media/2/features/medium/faces/1/x","entities/media/2/features/medium/faces/1/y","entities/media/2/features/orig/faces/0/h","entities/media/2/features/orig/faces/0/w","entities/media/2/features/orig/faces/0/x","entities/media/2/features/orig/faces/0/y","entities/media/2/features/orig/faces/1/h","entities/media/2/features/orig/faces/1/w","entities/media/2/features/orig/faces/1/x","entities/media/2/features/orig/faces/1/y","entities/media/2/features/small/faces/0/h","entities/media/2/features/small/faces/0/w","entities/media/2/features/small/faces/0/x","entities/media/2/features/small/faces/0/y","entities/media/2/features/small/faces/1/h","entities/media/2/features/small/faces/1/w","entities/media/2/features/small/faces/1/x","entities/media/2/features/small/faces/1/y","entities/media/2/id_str","entities/media/2/indices/0","entities/media/2/indices/1","entities/media/2/media_key","entities/media/2/media_results/result/media_key","entities/media/2/media_url_https","entities/media/2/original_info/focus_rects/0/h","entities/media/2/original_info/focus_rects/0/w","entities/media/2/original_info/focus_rects/0/x","entities/media/2/original_info/focus_rects/0/y","entities/media/2/original_info/focus_rects/1/h","entities/media/2/original_info/focus_rects/1/w","entities/media/2/original_info/focus_rects/1/x","entities/media/2/original_info/focus_rects/1/y","entities/media/2/original_info/focus_rects/2/h","entities/media/2/original_info/focus_rects/2/w","entities/media/2/original_info/focus_rects/2/x","entities/media/2/original_info/focus_rects/2/y","entities/media/2/original_info/focus_rects/3/h","entities/media/2/original_info/focus_rects/3/w","entities/media/2/original_info/focus_rects/3/x","entities/media/2/original_info/focus_rects/3/y","entities/media/2/original_info/focus_rects/4/h","entities/media/2/original_info/focus_rects/4/w","entities/media/2/original_info/focus_rects/4/x","entities/media/2/original_info/focus_rects/4/y","entities/media/2/original_info/height","entities/media/2/original_info/width","entities/media/2/sizes/large/h","entities/media/2/sizes/large/resize","entities/media/2/sizes/large/w","entities/media/2/sizes/medium/h","entities/media/2/sizes/medium/resize","entities/media/2/sizes/medium/w","entities/media/2/sizes/small/h","entities/media/2/sizes/small/resize","entities/media/2/sizes/small/w","entities/media/2/sizes/thumb/h","entities/media/2/sizes/thumb/resize","entities/media/2/sizes/thumb/w","entities/media/2/type","entities/media/2/url","entities/media/2/video_info/aspect_ratio/0","entities/media/2/video_info/aspect_ratio/1","entities/media/2/video_info/variants/0/bitrate","entities/media/2/video_info/variants/0/content_type","entities/media/2/video_info/variants/0/url","entities/media/3/display_url","entities/media/3/expanded_url","entities/media/3/ext_alt_text","entities/media/3/ext_media_availability/status","entities/media/3/features/large/faces/0/h","entities/media/3/features/large/faces/0/w","entities/media/3/features/large/faces/0/x","entities/media/3/features/large/faces/0/y","entities/media/3/features/large/faces/1/h","entities/media/3/features/large/faces/1/w","entities/media/3/features/large/faces/1/x","entities/media/3/features/large/faces/1/y","entities/media/3/features/medium/faces/0/h","entities/media/3/features/medium/faces/0/w","entities/media/3/features/medium/faces/0/x","entities/media/3/features/medium/faces/0/y","entities/media/3/features/medium/faces/1/h","entities/media/3/features/medium/faces/1/w","entities/media/3/features/medium/faces/1/x","entities/media/3/features/medium/faces/1/y","entities/media/3/features/orig/faces/0/h","entities/media/3/features/orig/faces/0/w","entities/media/3/features/orig/faces/0/x","entities/media/3/features/orig/faces/0/y","entities/media/3/features/orig/faces/1/h","entities/media/3/features/orig/faces/1/w","entities/media/3/features/orig/faces/1/x","entities/media/3/features/orig/faces/1/y","entities/media/3/features/small/faces/0/h","entities/media/3/features/small/faces/0/w","entities/media/3/features/small/faces/0/x","entities/media/3/features/small/faces/0/y","entities/media/3/features/small/faces/1/h","entities/media/3/features/small/faces/1/w","entities/media/3/features/small/faces/1/x","entities/media/3/features/small/faces/1/y","entities/media/3/id_str","entities/media/3/indices/0","entities/media/3/indices/1","entities/media/3/media_key","entities/media/3/media_results/result/media_key","entities/media/3/media_url_https","entities/media/3/original_info/focus_rects/0/h","entities/media/3/original_info/focus_rects/0/w","entities/media/3/original_info/focus_rects/0/x","entities/media/3/original_info/focus_rects/0/y","entities/media/3/original_info/focus_rects/1/h","entities/media/3/original_info/focus_rects/1/w","entities/media/3/original_info/focus_rects/1/x","entities/media/3/original_info/focus_rects/1/y","entities/media/3/original_info/focus_rects/2/h","entities/media/3/original_info/focus_rects/2/w","entities/media/3/original_info/focus_rects/2/x","entities/media/3/original_info/focus_rects/2/y","entities/media/3/original_info/focus_rects/3/h","entities/media/3/original_info/focus_rects/3/w","entities/media/3/original_info/focus_rects/3/x","entities/media/3/original_info/focus_rects/3/y","entities/media/3/original_info/focus_rects/4/h","entities/media/3/original_info/focus_rects/4/w","entities/media/3/original_info/focus_rects/4/x","entities/media/3/original_info/focus_rects/4/y","entities/media/3/original_info/height","entities/media/3/original_info/width","entities/media/3/sizes/large/h","entities/media/3/sizes/large/resize","entities/media/3/sizes/large/w","entities/media/3/sizes/medium/h","entities/media/3/sizes/medium/resize","entities/media/3/sizes/medium/w","entities/media/3/sizes/small/h","entities/media/3/sizes/small/resize","entities/media/3/sizes/small/w","entities/media/3/sizes/thumb/h","entities/media/3/sizes/thumb/resize","entities/media/3/sizes/thumb/w","entities/media/3/type","entities/media/3/url","entities/media/3/video_info/aspect_ratio/0","entities/media/3/video_info/aspect_ratio/1","entities/media/3/video_info/variants/0/bitrate","entities/media/3/video_info/variants/0/content_type","entities/media/3/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","entities/user_mentions/4/id_str","entities/user_mentions/4/indices/0","entities/user_mentions/4/indices/1","entities/user_mentions/4/name","entities/user_mentions/4/screen_name","entities/user_mentions/5/id_str","entities/user_mentions/5/indices/0","entities/user_mentions/5/indices/1","entities/user_mentions/5/name","entities/user_mentions/5/screen_name","entities/user_mentions/6/id_str","entities/user_mentions/6/indices/0","entities/user_mentions/6/indices/1","entities/user_mentions/6/name","entities/user_mentions/6/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/photo/1/id","media/photo/1/media_url_https","media/photo/2/id","media/photo/2/media_url_https","media/photo/3/id","media/photo/3/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"true","false","CDC's official source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy/comment policy: https://t.co/9LbZmE3Wzg","https://pbs.twimg.com/profile_images/1775519665390772225/clcxou-0_normal.jpg","CDC","146569971","CDCgov","5520219","1","1493661419274919936","Tue Feb 15 19:01:17 +0000 2022","All eligible children and adolescents should stay up to date with #COVID19 vaccination. Find a COVID-19 vaccine for your child at https://t.co/2akIUZ14Rd.",,"66","74","COVID19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"vaccines.gov","http://vaccines.gov","130","153","https://t.co/2akIUZ14Rd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1493661712733638657","en","70",,,,,,,,,,,,,,,,,,,,,,,,,"12","43","38","active","All eligible children and adolescents should stay up to date with #COVID19 vaccination. Find a COVID-19 vaccine for your child at https://t.co/2akIUZ14Rd.",
"true","true","Can you reason with a demoralized person? I write How To Subvert Subversion on S*bstack.","https://pbs.twimg.com/profile_images/2061780194331893760/iFnnbKgU_normal.jpg","Yuri Bezmenov Subversion","1061975258","yuribezmenov22","12501","0","1493661419274919936","Wed Feb 16 01:21:07 +0000 2022","🤡🌎",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493757297377435651","qme","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @CDCMMWR 🤡🌎",
"true","false","Host of the #7 Celebrity Podcast | Professional Wrestler (PWI 500) | Helping businesses scale through strategic marketing and media expertise","https://pbs.twimg.com/profile_images/1678065411735138304/QqKTmhUg_normal.jpg","Neil Haley","38784416","themediagiant","48968","0","1493661419274919936","Wed Feb 16 19:07:57 +0000 2022","https://t.co/SwN5ikmj6M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"m.youtube.com/watch?v=zhANRg…","https://m.youtube.com/watch?v=zhANRgQYkiE&t=222s","17","40","https://t.co/SwN5ikmj6M","146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1494025775842009095","qme","0",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov @CDCMMWR https://t.co/SwN5ikmj6M",
"false","false","Unapologetic Pop Music freak! I love Cookies , makeup, music and dancing!","https://pbs.twimg.com/profile_images/3464419291/35fc3f529bfec13647398ce4bd5d2c2f_normal.jpeg","Just me","30859635","baking4fun","640","0","1493661419274919936","Tue Feb 15 21:39:35 +0000 2022","that child should not be wearing a respirator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493701547502538756","en","143",,,,,,,,,,,,,,,,,,,,,,,,,"0","3","0","active","@CDCgov @CDCMMWR that child should not be wearing a respirator",
"false","false","Retired CPA / Partner at Intl firm. Hard rock songwriter, guitarist, & singer on YouTube & SoundCloud. Korean language student; love golf, baseball & science.","https://pbs.twimg.com/profile_images/1552384105769230337/YI3fnwQ__normal.jpg","Nilla Mano","818945897073623040","AlanMolin34","227","2","1493661419274919936","Tue Feb 15 23:35:47 +0000 2022","Per the report PDF, nationwide average daily number of hospitalizations &amp; ICU admits were 8.7 &amp; 3.0 during 7/1-12/18 vs 16.5 &amp; 4.0 during 12/19-12/31. Average length of stay 3 days &amp; 2 days, respectively. Zero deaths in the later period. Forget the scare tweet, read the report.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493730789376335873","en","83",,,,,,,,,,,,,,,,,,,,,,,,,"0","4","4","active","@CDCgov @CDCMMWR Per the report PDF, nationwide average daily number of hospitalizations &amp; ICU admits were 8.7 &amp; 3.0 during 7/1-12/18 vs 16.5 &amp; 4.0 during 12/19-12/31. Average length of stay 3 days &amp; 2 days, respectively. Zero deaths in the later period. Forget the scare tweet, read the report.",
"false","false","Take it serious!","https://pbs.twimg.com/profile_images/1074877069530726400/wVtVsIYK_normal.jpg","Baseball Forever","541659496","RedRanger2022","65","1","1493661419274919936","Tue Feb 15 21:14:38 +0000 2022","Rare x 400%= Rare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493695271045378051","it","80",,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov @CDCMMWR Rare x 400%= Rare.",
"false","false","","https://pbs.twimg.com/profile_images/1493041415571582978/URslMLrW_normal.jpg","DW","1492551527671779330","Demosthenes9_1","209","0","1493661419274919936","Tue Feb 15 21:49:40 +0000 2022","What a dishonest use of stats.  State the damned percentage, not ""4x"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493704085777924096","en","56",,,,,,,,,,,,,,,,,,,,,,,,,"0","4","0","active","@CDCgov @CDCMMWR What a dishonest use of stats.  State the damned percentage, not ""4x"".",
"true","true","doge maxi","https://pbs.twimg.com/profile_images/1800218872898805760/4tDIY-bS_normal.jpg","Doge Trader","1260992550","AllOnDoge","505","0","1493661419274919936","Tue Feb 15 19:02:08 +0000 2022","Oh nice did we go from like 0.001% to 0.006%?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493661926760591370","en","36",,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov @CDCMMWR Oh nice did we go from like 0.001% to 0.006%?",
"true","false","Ex Pro ⚽️ Ref/Player turned geek. Deeply entrepreneurial (EffVision, Leopelle, Nexus Digital Group, EVA Sports Group) and community centric. WCFC | BFC | TTID","https://pbs.twimg.com/profile_images/1697213028679155712/q-GxP7Ku_normal.jpg","Adam Alfi","126720611","AdamAlfi","13500","0","1493661419274919936","Tue Feb 15 23:44:59 +0000 2022","This is a tweet of false information. @Twitter, this is misleading and incorrect data and info about #COVID 

The studies they are referencing are done incorrectly and the data integrity of the studies was compromised.",,"118","124","COVID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR","1683696495198089217","55","63","Twitter","Twitter",,,,,,,,,,,,,,,,,,,,,"1493733106573983746","en","27",,,,,,,,,,,,,,,,,,,,,,,,,"0","2","1","active","@CDCgov @CDCMMWR This is a tweet of false information. @Twitter, this is misleading and incorrect data and info about #COVID 

The studies they are referencing are done incorrectly and the data integrity of the studies was compromised.",
"false","false","","https://pbs.twimg.com/profile_images/1008037837881643008/SqU_vbwp_normal.jpg","Bobby Feeney","703903728","BobbyFeeney","34","0","1493661419274919936","Tue Feb 15 22:11:23 +0000 2022","This is embarrassing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","111354912","8","16","MMWR","CDCMMWR",,,,,,,,,,,,,,,,,,,,,,,,,,"1493709552801533959","en","31",,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov @CDCMMWR This is embarrassing",
