"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/hashtags/4/indices/0","entities/hashtags/4/indices/1","entities/hashtags/4/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/urls/1/display_url","entities/urls/1/expanded_url","entities/urls/1/indices/0","entities/urls/1/indices/1","entities/urls/1/url","entities/urls/2/display_url","entities/urls/2/expanded_url","entities/urls/2/indices/0","entities/urls/2/indices/1","entities/urls/2/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","entities/user_mentions/3/id_str","entities/user_mentions/3/indices/0","entities/user_mentions/3/indices/1","entities/user_mentions/3/name","entities/user_mentions/3/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"false","true","question everything, believe nothing , open your eyes, learn the truth, think for yourself, challenge the opposition,fear nothing.","https://pbs.twimg.com/profile_images/1568250266994049025/BgLJJAUS_normal.jpg","Coastal Walker","1306277440361312258","WalkerCoastal","524","0","1342532584123883520","Mon Dec 28 07:35:03 +0000 2020","https://t.co/5hHRrhpheC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"independent.co.uk/news/health/co…","https://www.independent.co.uk/news/health/coronavirus-news-face-masks-increase-risk-infection-doctor-jenny-harries-a9396811.html","8","31","https://t.co/5hHRrhpheC",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343460439339003904","qme","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/5hHRrhpheC",
"false","false","Let no man pull you low enough to hate them- MLK Jr.","https://pbs.twimg.com/profile_images/1499108092797145088/W370yyoJ_normal.jpg","Al Rich2","1313900720186425345","Rich2Al","805","0","1342532584123883520","Fri Dec 25 18:39:00 +0000 2020","With no double blind study on masks you are simply spreading misinformation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342540364788473856","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov With no double blind study on masks you are simply spreading misinformation.",
"false","true","","https://pbs.twimg.com/profile_images/1569117003356545028/6GQEL-iW_normal.jpg","Siraaj Butler 🥸🏳️‍🌈🇧🇷🇦🇿","918495588919980032","285ROYALtY","60","0","1342532584123883520","Mon Jan 04 21:54:48 +0000 2021","please retweet this",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1346213516110417924","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov please retweet this",
"false","true","When the power of love overcomes the love of power, only then will we know peace 

                      Jimi Hendrix","https://pbs.twimg.com/profile_images/1563720615940562944/7KnY91p__normal.jpg","Emeraldeyes 🕊💗🕊💗🕊","17391331","Satin_Lavender","196","0","1342532584123883520","Sat Dec 26 18:23:27 +0000 2020","Don't tell people to wash hands away from home. Many washrooms are closed now and besides who wants to use a public WC. Take a purse sized Sanitizer and clean hands and common surfaces with each contact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342898836973498371","en","0",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov Don't tell people to wash hands away from home. Many washrooms are closed now and besides who wants to use a public WC. Take a purse sized Sanitizer and clean hands and common surfaces with each contact.",
"false","false","Mother. 🌍🌱🏵","https://pbs.twimg.com/profile_images/1350248415846756352/eDqcxYRg_normal.jpg","V","1140822647548198912","Prana4Love","1031","0","1342532584123883520","Fri Dec 25 19:07:57 +0000 2020","STAY OUT OF OUR LIVES!  RIP CDC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342547648377589760","en","10",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","1","0","active","@CDCgov STAY OUT OF OUR LIVES!  RIP CDC.",
"false","false","Marybelle's husband- Father of three- Papa of 6 . Called by God to impact university campuses in Canada & to support Christian churches in Cuba","https://pbs.twimg.com/profile_images/3345783531/4a169af1e6187e218ebf49fbf26285a2_normal.jpeg","🇨🇦❤️🇨🇺Mel Cruikshank","1243130340","melcruikshank","336","0","1342532584123883520","Fri Dec 25 18:10:32 +0000 2020","Merry Christmas to you too!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342533200925474816","en","1",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov Merry Christmas to you too!",
"false","true","Comedian (Aspiring) - Speaker - Life Coach - Author - Entrepreneur","https://pbs.twimg.com/profile_images/1904597134885707776/Wes1YLaH_normal.jpg","King","1027815756","ucallmeking","127","0","1342532584123883520","Sun Dec 27 16:13:47 +0000 2020","Some people failed science and it shows. Why wear a mask... why 6 feet apart.... just go back to middle school if you need a science class. Then again you probably knew more than the teacher which is why you failed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343228595351777285","en","1",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov Some people failed science and it shows. Why wear a mask... why 6 feet apart.... just go back to middle school if you need a science class. Then again you probably knew more than the teacher which is why you failed.",
"false","false","American Patriot🇺🇸/SF wife/weightlifter 🏋️‍♀️ Christian/Real woman/Facts matter","https://pbs.twimg.com/profile_images/1656828055912849411/B9Crp-9H_normal.jpg","Texas Gal","1911259549","TEXASHAIR7","238","0","1342532584123883520","Tue Dec 29 16:22:07 +0000 2020","🤣🤣🤣🤣",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343955467798777862","qme","0",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov 🤣🤣🤣🤣",
"false","false","","https://pbs.twimg.com/profile_images/2043424608901324800/OTEniZ1-_normal.jpg","Errin","558366726","errinbaccari","455","0","1342532584123883520","Fri Dec 25 21:41:00 +0000 2020","Fear is beyond the pale 😤",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342586163475984385","en","3",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","1","0","active","@CDCgov Fear is beyond the pale 😤",
"false","false","Just a white cis male trying to make it. Jesus Christ is my life, followed by Anime.","https://pbs.twimg.com/profile_images/1678526309129912326/llFUvoME_normal.jpg","David Marks","829484196011896833","hack_teh_planet","89","0","1342532584123883520","Fri Dec 25 19:19:20 +0000 2020","Merry Christmas to you too ya jackasses",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342550512319619072","en","1",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov Merry Christmas to you too ya jackasses",
"true","false","I am Claude S. (endpop). I am Anything Box. I make ART + Electronic Music symbiotically via time travel. I represent NFT Long Beach Tezos!","https://pbs.twimg.com/profile_images/1816576909670776832/Ngu9LBgm_normal.jpg","Claude S. (Abox)","22600113","endpop","2710","0","1342532584123883520","Fri Dec 25 21:17:33 +0000 2020","It's a shame @foxnews beat you to this! https://t.co/UWWUNUjZ8f",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"foxnews.com/health/vitamin…","https://www.foxnews.com/health/vitamin-d-other-everyday-vitamins-could-counter-coronavirus-effects-report","48","71","https://t.co/UWWUNUjZ8f",,,,,,,,,,,"146569971","0","7","CDC","CDCgov","1367531","21","29","Fox News","foxnews",,,,,,,,,,,"1342580265051308032","en","2",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","1","0","active","@CDCgov It's a shame @foxnews beat you to this! https://t.co/UWWUNUjZ8f",
"true","false","I am Claude S. (endpop). I am Anything Box. I make ART + Electronic Music symbiotically via time travel. I represent NFT Long Beach Tezos!","https://pbs.twimg.com/profile_images/1816576909670776832/Ngu9LBgm_normal.jpg","Claude S. (Abox)","22600113","endpop","2710","0","1342532584123883520","Fri Dec 25 21:20:51 +0000 2020","Put #Vitamind in those bubbles in the pics! Get that word out. ""C'mon, man!"" @JoeBiden  You casn doooo it....   Merry Christmas! @joebidenupdates",,"12","21","Vitamind",,,,,,,,,,,,,"pic.x.com/I7I5P5wHV7","https://x.com/endpop/status/1342581095468941312/photo/1",,"Available","1342580796306046976","154","177","3_1342580796306046976","3_1342580796306046976","https://pbs.twimg.com/media/EqHOHvYVQAAtYzw.png","196","350","279","0","196","196","356","0","196","172","368","0","196","98","405","0","196","908","0","0","196","908","196","fit","908","196","fit","908","147","fit","680","150","crop","150","photo","https://t.co/I7I5P5wHV7",,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov","939091","85","94","Joe Biden","JoeBiden","3448952609","137","153","Joe Biden Updates","joebidenupdates",,,,,,"1342581095468941312","en","2","1342580796306046976","https://pbs.twimg.com/media/EqHOHvYVQAAtYzw.png",,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov Put #Vitamind in those bubbles in the pics! Get that word out. ""C'mon, man!"" @JoeBiden  You casn doooo it....   Merry Christmas! @joebidenupdates https://t.co/I7I5P5wHV7",
"false","true","Hope Dealer, Lover of Decency, Minister, Marathoner, and Twitter Spouse to my Scotsman 💚","https://pbs.twimg.com/profile_images/1650722085033984003/F5xtXNTE_normal.jpg","Run Rood","3590144421","RunRood","5490","1","1342532584123883520","Fri Dec 25 18:21:24 +0000 2020","Yeah, go ahead and isolate yourself on Christmas, so you can feel sad and alone. Totally just what people need, right? Despicable. The CDC should be ashamed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342535934634582016","en","6",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","2","0","active","@CDCgov Yeah, go ahead and isolate yourself on Christmas, so you can feel sad and alone. Totally just what people need, right? Despicable. The CDC should be ashamed.",
"false","true","Healthcare in USA awash in sex crimes: groups, video sharing, great bodily injuries to incapacitate","https://pbs.twimg.com/profile_images/1058075644561485824/T9yfCDX0_normal.jpg","Joseph Crussiah","1034130655528058885","crussiah","1145","0","1342532584123883520","Fri Dec 25 23:57:52 +0000 2020","These are baseless unsustained claims. Great advice from Congressman Swalwell on Corona.
https://t.co/YrsaffiUVj",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x.com/RepSwalwell/st…","https://x.com/RepSwalwell/status/1235083668336431104?s=20","97","120","https://t.co/YrsaffiUVj",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342620609927409677","en","2",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov These are baseless unsustained claims. Great advice from Congressman Swalwell on Corona.
https://t.co/YrsaffiUVj",
"false","true","😇Rh neg..We live in a parallel universe because this level of insanity doesn't make sense https://t.co/ziKpc9xRVV","https://pbs.twimg.com/profile_images/1795241140565819393/v5yHbeao_normal.jpg","🇺🇲iluvu2s ♥️","1053705566441431040","Stephanielevay1","15195","0","1342532584123883520","Fri Dec 25 18:59:58 +0000 2020","Six feet apart in your own home wearing masks🤦‍♀️🙊🙉🙈. #Treason #sedition #CrimesAgainstHumanity . Your evil af.",,"62","70","Treason","71","80","sedition","81","103","CrimesAgainstHumanity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342545641969479681","en","1",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov Six feet apart in your own home wearing masks🤦‍♀️🙊🙉🙈. #Treason #sedition #CrimesAgainstHumanity . Your evil af.",
"false","true","Christian Texan Pro-Family Pro-Trump Pro-LEOs Pro-PitBull @SLNPOL on GAB GETTR  twitter Parler TruthSocial FB Proton MySpace I block all haters","https://pbs.twimg.com/profile_images/1704983720476766208/prUzwwlk_normal.jpg","SLNPOL","3721771522","slnpol","1099","0","1342532584123883520","Sat Dec 26 11:13:26 +0000 2020","FAKE NEWS....NOTHING YOU SAY IS TRUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342790621514362880","en","0",,,,,,,,,,,,,"Canada","CA","Toronto, Ontario","https://api.twitter.com/1.1/geo/id/3797791ff9c0e4c6.json","Toronto","city","0","0","0","active","@CDCgov FAKE NEWS....NOTHING YOU SAY IS TRUE",
"false","false","Engineer with 35 years of very large scale HW/SW systems development, maintenance & management experience. Love cycling in my spare time. NO CRYPTO morons","https://pbs.twimg.com/profile_images/1524878440532434963/kSGY09-e_normal.jpg","DougH_69 🎸🇺🇸","18090147","dph_stfu","531","0","1342532584123883520","Sat Dec 26 16:29:27 +0000 2020","Yawn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342870147644710914","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Yawn",
"false","false","Horse lover. Trump supporter.","https://pbs.twimg.com/profile_images/1347759884033396741/afHcowo__normal.jpg","RoxyO","2585668878","roxyohalloran1","197","0","1342532584123883520","Fri Dec 25 18:22:02 +0000 2020","If the CDC doesn’t have a purified isolate of Covid 19 how do you know it causes illness, how do PCR tests work &amp; how can a vaccine work? 40+ countries worldwide do not have a purified isolate of the supposed Covid 19. You don’t have to be a rocket scientist to work this scam out",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342536091799232512","en","7",,,,,,,,,,,,,,,,,,,"0","1","2","active","@CDCgov If the CDC doesn’t have a purified isolate of Covid 19 how do you know it causes illness, how do PCR tests work &amp; how can a vaccine work? 40+ countries worldwide do not have a purified isolate of the supposed Covid 19. You don’t have to be a rocket scientist to work this scam out",
"false","true","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","chris martinez","134162744","chrstne7","86","0","1342532584123883520","Sat Dec 26 01:39:15 +0000 2020","Over 40years of science has shown masks do not work. You're are criminal organizations promoting psuedoscience for profit!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342646123391926274","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Over 40years of science has shown masks do not work. You're are criminal organizations promoting psuedoscience for profit!!",
"false","false","","https://pbs.twimg.com/profile_images/1299048468078637060/MnPXcTeI_normal.jpg","Inigo Montoya","1087177360032567297","BillyBo78957017","6","0","1342532584123883520","Sat Dec 26 21:12:43 +0000 2020","WOW! What an update and so timely. Like we have not heard this better than 6 months. If we have been doing this (other than our elected officials) why are things still so bad and getting worse   Maybe the lock down we’re not the right answer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342941434165538816","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov WOW! What an update and so timely. Like we have not heard this better than 6 months. If we have been doing this (other than our elected officials) why are things still so bad and getting worse   Maybe the lock down we’re not the right answer.",
"false","false","G_ddamn","https://pbs.twimg.com/profile_images/1310304420358356992/AYD0FLM0_normal.jpg","Jordan Barad","1310304271506665472","jordan_barad","7","0","1342532584123883520","Fri Dec 25 22:26:43 +0000 2020","",,,,,,,,,,,,,,,,,"pic.x.com/JGS0g1Of6z","https://x.com/jordan_barad/status/1342597670091673600/photo/1","Fistbump GIF","Available","1342597663217209346","8","31","16_1342597663217209346","16_1342597663217209346","https://pbs.twimg.com/tweet_video_thumb/EqHddhhU0AIViKf.jpg",,,,,,,,,,,,,,,,,,,,,"200","476","200","fit","476","200","fit","476","200","fit","476","150","crop","150","animated_gif","https://t.co/JGS0g1Of6z","119","50","0","video/mp4","https://video.twimg.com/tweet_video/EqHddhhU0AIViKf.mp4",,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342597670091673600","qme","0",,,"119","50",,"1342597663217209346","https://pbs.twimg.com/tweet_video_thumb/EqHddhhU0AIViKf.jpg","200","476","0","video/mp4","https://video.twimg.com/tweet_video/EqHddhhU0AIViKf.mp4",,,,,,,"0","0","0","active","@CDCgov https://t.co/JGS0g1Of6z",
"false","false",".","https://pbs.twimg.com/profile_images/1303030153656832002/cII5lE-m_normal.jpg","Cyan","1303029664663961605","Cyan98692037","1","0","1342532584123883520","Mon Dec 28 16:20:58 +0000 2020","https://t.co/QG3B8ubu4q",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"youtu.be/4AGFrfgGaTk","https://youtu.be/4AGFrfgGaTk","8","31","https://t.co/QG3B8ubu4q",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343592789741854720","qme","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/QG3B8ubu4q",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Djones","1327122887296344066","jonestowingl","2","0","1342532584123883520","Sat Dec 26 02:25:56 +0000 2020","Quit scaring people. The truth will come out and you will lose all credibility if you keep blowing things out of proportion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342657870685462528","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Quit scaring people. The truth will come out and you will lose all credibility if you keep blowing things out of proportion",
,,,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"active",,
"false","false","waaaay better than you","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Matty","1316896267885215750","Matty28758166","0","0","1342532584123883520","Sat Dec 26 17:19:50 +0000 2020","Havent worn a mask yet and I never will. Not a single person I know has had it. Never in history have we tested people without symptoms. This is madness. People are asymptomatic because their immune system has disabled the virus. Gtfoh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342882829475180547","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Havent worn a mask yet and I never will. Not a single person I know has had it. Never in history have we tested people without symptoms. This is madness. People are asymptomatic because their immune system has disabled the virus. Gtfoh",
"false","true","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","zaytoven","1305189714878754816","zaytove20008649","0","0","1342532584123883520","Sat Dec 26 13:18:11 +0000 2020","Ban Tom wolf from our businesses , as in New York they are banning cuomo from their establishments for causing these hardships. Not the fake Covid bs you guys are clowns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342822016806776832","en","1",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Ban Tom wolf from our businesses , as in New York they are banning cuomo from their establishments for causing these hardships. Not the fake Covid bs you guys are clowns",
"false","false","In it, not of it. 



Follow only Jesus. 
Voting=ill.usion. 
Nobody's my president.
Satan's god of this 🌍. 
Left/right paradigm= 
Pyramid Scheme.","https://pbs.twimg.com/profile_images/1346732263992676352/qbNlTnNg_normal.jpg","Jordan","1343196216918601729","JordanRivers444","8","0","1342532584123883520","Sun Dec 27 14:31:59 +0000 2020","Fear is a Liar. 
Fear induces CYTOKINES.",,,,,,,,,,,,,,,,,"pic.x.com/1YukBYvuBd","https://x.com/JordanRivers444/status/1343202976790237186/photo/1","Jurassic Park Dr Malcolm GIF","Available","1343202970368761858","49","72","16_1343202970368761858","16_1343202970368761858","https://pbs.twimg.com/tweet_video_thumb/EqQD_CYUYAIbB3K.jpg",,,,,,,,,,,,,,,,,,,,,"220","244","220","fit","244","220","fit","244","220","fit","244","150","crop","150","animated_gif","https://t.co/1YukBYvuBd","61","55","0","video/mp4","https://video.twimg.com/tweet_video/EqQD_CYUYAIbB3K.mp4",,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1343202976790237186","en","1",,,"61","55",,"1343202970368761858","https://pbs.twimg.com/tweet_video_thumb/EqQD_CYUYAIbB3K.jpg","220","244","0","video/mp4","https://video.twimg.com/tweet_video/EqQD_CYUYAIbB3K.mp4",,,,,,,"0","0","0","active","@CDCgov Fear is a Liar. 
Fear induces CYTOKINES. https://t.co/1YukBYvuBd",
"false","false","COVID-19 expert and logic expert.","https://pbs.twimg.com/profile_images/1335569923473469441/HxKOjdZV_normal.jpg","Newtron","1334628189520347136","Newtron58357694","3","0","1342532584123883520","Sat Dec 26 07:54:09 +0000 2020","The government is just setting ppl up so they can track ppl 24/7 even in their homes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,,,,,,"1342740469915119617","en","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov The government is just setting ppl up so they can track ppl 24/7 even in their homes.",
